Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
nocnoc,https://www.crunchbase.com/organization/nocnoc,"B2B, E-Commerce, Retail","Montevideo, NA - Uruguay, Uruguay",Gateway connecting global sellers & LATAM marketplaces,"57,932",Latin America,Less than $1M,Active,2018-04-15,day,,,,,For Profit,http://www.nocnocgroup.com,https://twitter.com/nocnoc_br,,https://www.linkedin.com/company/nocnocgroup/,ilan@nocnocgroup.com,+59899205835,,,"Our cross-border eCommerce platform enables Latin American marketplaces to enter the cross-border world, and empowers international sellers to increase their selling volumes in Latin America. Forget long and frustrating international adventures. Reward your customers with a comfortable domestic-feeling shopping experience no matter where the products are coming from.",,,,,,,,,,,,,,"Commerce and Shopping, Other",3,"Diego Szilagyi, Ilan Bajarlia, Joaquin Colella",1-10,1,Seed,2018-02-01,600000,USD,600000,Seed,600000,USD,600000,Seed,600000,USD,600000,600000,USD,600000,"ANII, IC Ventures, Sergio Oberlander, Marcos Vercelli-Forster, Mariano De Larrobla",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"60,111",24,,,,,,,,,,,
YVY Life Sciences,https://www.crunchbase.com/organization/yvy-life-sciences,Cannabis,"Montevideo, NA - Uruguay, Uruguay",YVY Life Sciences is a cannabis wellness company.,"64,724",Latin America,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.yvylifesciences.com/,,,https://www.linkedin.com/company/yvy-medical-cannabis-uruguay,,,,,YVY Life Sciences is a cannabis wellness company.,,,,,,,,,,,,,,"Community and Lifestyle, Food and Beverage, Health Care",,,1-10,1,Seed,2020-03-05,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,1500000,USD,1500000,1500000,USD,1500000,Facundo Garreton,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"67,184",14,,,,,,,,,,,
TuCuota.online,https://www.crunchbase.com/organization/tucuota-online,"Credit, FinTech, Personal Finance","Montevideo, NA - Uruguay, Uruguay",Credit Platform,"69,740",Latin America,,Active,2020-01-01,year,,,,,For Profit,https://www.tucuota.online/,https://twitter.com/tucuota,https://www.facebook.com/TuCuota.online/,https://www.linkedin.com/company/tucuota-online/,maximiliano@tucuota.online,+5493413276343,,,"We give to financial companies and organizations that work with the unbanked and underbanked the technology and the business support to connect and reach them in a cheaper and easier way. As a result, the offer of credit improves, companies reduce the cost of customer acquisition and improve the user experience of their products. On the other hand, we share with the unbanked and underbanked people a free tool that helps them to apply for a loan and get it immediately. People looking for a loan can get it through our merchants or through our website.",,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,1-10,2,Seed,2020-12-28,100000,USD,100000,Seed,100000,USD,100000,Seed,125000,USD,125000,125000,USD,125000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"72,412",34,,,,,,,,,,,
befit,https://www.crunchbase.com/organization/befit-571a,"Content, Fitness, Wellness","Montevideo, NA - Uruguay, Uruguay",befit is a premium on demand workout platform targeting the Latin America market with Spanish content.,"73,077",Latin America,,Active,2020-06-01,day,,,,,For Profit,https://www.somosbefit.com,https://instagram.com/befit_latam?igshid=p0c3tsay6ue,,https://www.linkedin.com/company/65456547/admin/,bruno@somosbefit.com,,,,"Our goal is to inspire people to have a healthier life&style. We understood we could do it democratizing access to quality workout content.  We structured befit’s streaming on-demand platform with exclusive content classified across different categories such as yoga, pilates, functional, dancing, barre, and abs, among others. Sessions have been run by well-regarded Latin American trainers with users being able to narrow and filter workout sessions by intensity level, time duration, coach preference, and equipment needed. By offering a diverse set of workouts, users’ are able to personalize their exercise routines as they move towards their respective fitness goals.",,,,,,,,,,,,,,"Health Care, Media and Entertainment, Sports",4,"Bruno Petcho, Martin Miedzowicz, Nicolas Bukstein, Sergio Oberlander",1-10,1,Seed,2020-06-01,50000,USD,50000,Pre-Seed,50000,USD,50000,Pre-Seed,50000,USD,50000,50000,USD,50000,Sergio Oberlander,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"75,932",23,,,,,,,,,,,
Customily,https://www.crunchbase.com/organization/customily,"E-Commerce, Industrial Automation, Information Technology, Sales Automation","Montevideo, NA - Uruguay, Uruguay",Customily is a firm simplifying & automating the product personalization process transforming eCommerce static products.,"76,493",Latin America,,Active,2017-11-13,day,,,,,For Profit,https://www.customily.com,https://twitter.com/makeitcustomily,https://www.facebook.com/makeitcustomily/,https://www.linkedin.com/company/customily/,hello@customily.com,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Manufacturing, Sales and Marketing, Science and Engineering, Software",,,1-10,1,,2019-11-04,50000,USD,50000,Grant,,,,,,,,50000,USD,50000,Arch Grants,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"79,520",44,,,18,,,,,,,,
Paganza,https://www.crunchbase.com/organization/paganza,"Apps, Banking, Finance, FinTech, Mobile Payments, Software","Montevideo, NA - Uruguay, Uruguay",Paganza is an app to pay bills from your smartphone.,"78,167",Latin America,Less than $1M,Active,2012-11-01,day,,,,,For Profit,https://www.paganza.com,https://twitter.com/paganzacom,https://www.facebook.com/PaganzaCOM/,https://www.linkedin.com/company/paganza,hola@mail.paganza.com,,1,,"Paganza is a smartphone application the enables individuals in Uruguay to pay and manage their bills in a timely manner. Available on both iOS, Windows, and Android platforms, the application allows its users to schedule bill payments using their bank accounts, or credit and debit cards in order to avoid fines and other surcharges. Through a barcode system, Paganza utilizes smartphones to scan bill barcodes after which payments are debited to user designated bank accounts.",,,,,,,,,,,,,,"Apps, Financial Services, Lending and Investments, Mobile, Payments, Software",,,1-10,1,Seed,2015-03-13,100000,USD,100000,Seed,100000,USD,100000,Seed,100000,USD,100000,100000,USD,100000,IC Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"81,280",48,1,"2,266",,,,,,,,,
GU Trade,https://www.crunchbase.com/organization/gu-trade,"Android, Consumer Goods, Food and Beverage, Information Technology, Internet, iOS, Retail Technology, SaaS, Software","Montevideo, NA - Uruguay, Uruguay",Enabling execution visibility at each Point of Sale,"86,218",Latin America,,Active,2017-03-15,day,,,,,For Profit,https://www.gutrade.io,https://twitter.com/GuTradeM,https://www.facebook.com/GuTradeMarketing/,https://www.linkedin.com/company/22286820,contact@gutrade.io,+59826040267,4,,"GU Trade helps to maximize the team on the ground effectiveness providing key information for the decision making process. Leveraging on breakthrough technology, GU Trade web and mobile solution, provides accurate and online Point of Sales (POS) key indicators for monitoring and optimizing in-store execution guidelines. Currently includes customers all across Latam and is looking for funds to expand our presence in the North American market. GU Trade enables and facilitates having the necessary visibility of each POS execution, it incorporates retail knowledge and expertise to easily gather the necessary data for managing key business variables and be prepared to capitalize on new business opportunities. Our tool is permanently updated through continuous improvement processes that include new technologies and customer feedback. Some of our main attributes are: Providing granular, actionable and online POS execution KPIs to capitalize on each business opportunity. Constant flow of innovation, 100% retail-oriented Image Recognition / Big Data. Intuitive and versatile product. Key Performance Indicators offered by GU Trade: Facing and SOS . Out of stock . Price s. Promo executions.  POP Material implementation.  Products expiring date.   Returns . Assortment by RE and cluster . Planogram compliance . Competitive activity.",,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Food and Beverage, Hardware, Information Technology, Internet Services, Mobile, Platforms, Software",2,"Jesús Daniel Portillo, Marcelo Blanco",11-50,2,Seed,2019-01-01,,,,Pre-Seed,,,,Pre-Seed,175000,USD,175000,175000,USD,175000,"DMZ, ANII, El Pais, Mario Sanchez",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"89,827",38,,,27,,,,,,,,
GPSGAY,https://www.crunchbase.com/organization/gpsgay,"Association, Communities, iOS, LGBT, Mobile, Online Portals, Social Media, Social Network","Montevideo, NA - Uruguay, Uruguay",The Hub for the LGBT Community & Allies,"87,429",Latin America,$1M to $10M,Active,2013-09-11,day,,,,,For Profit,http://www.gpsgay.com,https://www.twitter.com/gpsgay,https://www.facebook.com/comunidadgpsgay,,magdalena@gpsgay.com,+114156338805,,,"Mobile app and website for the LGBT Community that currently has more than 500,000 in Latin America with a great level of engagement. GPSGAY offers a free safe space online for the LGBT community, available in Mobile Apps (Android & iOS) and also via web, that provides a friendly environment where the whole community can interact with each other, find content, documentaries, NGOs for support, online consulting about sexuality, events (parades, conferences), and friendly places to go to. Available in Spanish, English and Portuguese, GPSGAY not only addresses social inclusion, work inclusion, health and self-esteem issues. It's completely free for the users and it also works as a channel for companies and organizations that wish to reach out to and further engage with the LGBT community.	GPSGAY is currently working with the United Nations, IBM, Unilever, among others.   GPSGAY won many international awards such us the Mobile Premiere Award in Barcelona as one of the best up-and-coming apps in the World.  GPSGAY aims to revert the incorrect image that many people still have about the LGBT community, which causes isolation, bullying and fear for 10% of the human population.  It seems that most of the online services for LGBT are dating and sexual encounters apps, focusing specially on men. Yes, sex is part of the community lives, but is not the only thing. GPSGAY is a for-profit with social impact, looking to become the epicenter of the LGBT culture online.",,,,,,,,,,,,,,"Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Other, Platforms, Software",2,"Magdalena Rodriguez, Rosario Monteverde",1-10,2,Seed,2017-01-31,300000,USD,300000,Angel,300000,USD,300000,Angel,620000,USD,620000,620000,USD,620000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"91,095",19,1,,9,,,,,,,,
Moneero,https://www.crunchbase.com/organization/moneero,"Bitcoin, E-Commerce, Finance, FinTech, Mobile, Mobile Payments, Social Media","Montevideo, NA - Uruguay, Uruguay","Moneero is The Social Wallet. Payments are not about checkout, but about communication, coordination, and engagement.","92,643",Latin America,$1M to $10M,Active,2013-04-08,day,,,,,For Profit,http://moneero.com,http://twitter.com/MoneeroHQ,http://www.facebook.com/moneeroSA,http://www.linkedin.com/company/3508565,info@moneero.com,+598 2626 0159,9,,"Give. Share. Pay. Moneero has build a mobile payment solution that offers a convenient way to send money person to person, pay in hundreds of stores in different countries and much more.. The app also features 'MoneeroGroups'. A tool that helps individuals, organizations, brands and companies to engage with their followers or costumers using a 'split-payment' social component and behavior driven mobile marketing automation. Moneero was founded by experienced entrepreneurs who previously built several file-sharing, micro-payments and Bitcoin companies, including FileDonkey (in the top 5,000 websites at the time) and Dialcoin, an exchange that sold bitcoin through SMS.",,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Internet Services, Media and Entertainment, Mobile, Payments, Software",3,"Mauro Betschart, Steven Morell, Vladimir Marchenko",11-50,2,Seed,2014-04-05,280000,USD,280000,Seed,280000,USD,280000,Seed,440000,USD,440000,440000,USD,440000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"96,604",8,1,,5,0,1,,Insurance; financial affairs,,,,
KONA,https://www.crunchbase.com/organization/kona,"Artificial Intelligence, Banking, Customer Service, Information Technology, Internet, Mobile Apps","Montevideo, NA - Uruguay, Uruguay",Customer Experience innovation with AI,"93,851",Latin America,,Active,2015-06-01,day,,,,,For Profit,https://Kona.tech,,https://www.facebook.com/konacloud/,https://www.linkedin.com/company/konaai/,info@kona.tech,,26,,A boutique innovation and technology that is changing the user experience on financial services using AI.,,,,,,,,,,,,,,"Apps, Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Internet Services, Lending and Investments, Mobile, Other, Professional Services, Science and Engineering, Software",1,Diego Cibils,11-50,1,Seed,2020-01-22,,,,Pre-Seed,,,,Pre-Seed,,,,,,,LatAm Startups,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"97,872",54,,,11,,,,,,,,
