Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
JoyTunes,https://www.crunchbase.com/organization/joytunes,"Android, EdTech, Education, iOS, Mobile, Mobile Apps, Music","Tel Aviv, Tel Aviv, Israel","JoyTunes is reinventing the way to learn, play, and experience music, making it possible for anyone to learn to play a musical instrument.","4,918",,$1M to $10M,Active,2011-07-01,day,,,,,For Profit,http://www.joytunes.com,http://twitter.com/joytunescom,http://www.facebook.com/joytunes,http://www.linkedin.com/company/908804,info@joytunes.com,,35,,"JoyTunes is reinventing the way to learn, play and experience music, making it possible for anyone to learn to play a musical instrument. JoyTunes innovatively combines education methods and sound recognition with their patented MusicSense Acoustic Engine to create the world’s most popular music education apps.  With more than 7 million users worldwide and 1 million songs played every week, JoyTunes apps are used and recommended by thousands of music teachers. JoyTunes'​ proprietary app, Piano Maestro, was ranked #1 education app in over 20 countries and Simply Piano is repeatedly recognized by Apple and Google as one of the best apps in the store. JoyTunes has gained international recognition  winning numerous awards including: NAMM ""Best Tools for Beginners""​, ""Parents'​ Choice""​ award, ""World Summit Awards""​ from the United Nations, EMI Innovation Challenge Award, “Winning Startup” from SF Music Tech Summit, and many more. JoyTunes is also widely recognized as industry innovators by the world’s major piano makers - Yamaha, Casio, Kawai, and Korg.",,,,,,,,,,,,,,"Apps, Education, Media and Entertainment, Mobile, Music and Audio, Platforms, Software",2,"Roey Izkovsky, Yuval Kaminka",11-50,5,,2019-08-27,25000000,USD,25000000,Venture - Series Unknown,25000000,USD,25000000,Venture - Series Unknown,42000000,USD,42000000,42000000,USD,42000000,"Founder Collective, Insight Partners, Formation 8, Aleph, Jeremy Stoppelman",4,13,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"5,187",48,9,"2,285,195",26,2,0,Sports; Games; Amusements,,,,,
SuperCom,https://www.crunchbase.com/organization/supercom-2,"Electronics, Information Technology, RFID","Herzliya, Tel Aviv, Israel","SuperCom is a provider of traditional & digital Identity solutions, providing advanced safety, Identification and Security Products.","4,948",,$1M to $10M,Active,1988-01-01,year,2004-11-12,day,,,For Profit,http://www.supercom.com/,https://twitter.com/SuperCom_group,https://www.facebook.com/SuperCom.group/,https://www.linkedin.com/company/supercom,general@supercom.com,+97298890880,21,,"Since 1988, SuperCom has been a global leading provider of traditional & digital Identity solutions, providing advanced safety, Identification and Security Products and Solutions, to Governments, Private and Public organizations around the World.  SuperCom has been inspiring governments and national agencies, to design and Issue secured Multi-ID documents and robust digital identity solutions to its citizen and visitors, using SuperCom e-Government platforms and innovative solutions for traditional and biometrics enrollment, personalization, issuance and border control services.   SuperCom has been inspiring the world with its RT Location, Tracking, Monitoring and Verification solutions, empowered by its PureRF™ cutting edge wireless hybrids suite of products and technologies, all operated by a secure, proprietary web-based, interactive, user-friendly interface.   SuperCom features a unique all-in-one field-proven RFID & Mobile technology and products, accompanied with advanced complementary services for the Healthcare and Homecare, Security and Safety, Community Public Safety, Law Enforcement, Electronic Monitoring, Livestock monitoring, Building and access automation and more.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Information Technology",,,11-50,4,IPO,2021-02-04,7000000,USD,7000000,Convertible Note,2200000,USD,2200000,Venture - Series Unknown,3425000,USD,3425000,30425000,USD,30425000,Fortress Investment Group,1,1,3,Made Acquisitions,,,,,,,,,,,,Public,2004-11-12,,,,,,,,,SPCB,https://www.crunchbase.com/ipo/supercom-2-ipo--28b89437,NASDAQ,,1,"5,217",10,4,"2,890",16,18,3,Computing; Calculating,Scientific and electric apparatus and instruments,,,,
Perion,https://www.crunchbase.com/organization/perion,"Advertising, App Marketing, B2B, Information Technology, Internet, Publishing","Holon, Tel Aviv, Israel",Perion is a global technology company that delivers high-quality advertising solutions to brands and publishers.,"5,175",,$50M to $100M,Active,2000-01-22,day,2006-02-10,day,,,For Profit,http://perion.com,https://twitter.com/PerionNetwork,http://www.facebook.com/Perion.network,http://www.linkedin.com/company/perion,investors@perion.com,+972 3-769-6100,101,,"Perion is committed to providing outstanding execution. From high-impact ad formats to branded search and a unified social and mobile programmatic platform – we’ve got you With our exclusive placements with premium publishers, dynamic data-driven targeting, and superior engagement capabilities, we provide exceptional advertising solutions.",,,,,,,,,,,,,,"Advertising, Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Other, Sales and Marketing",1,Ofer Adler,251-500,2,IPO,2021-01-19,66000000,USD,66000000,Post-IPO Equity,66000000,USD,66000000,Post-IPO Equity,76125000,USD,76125000,76125000,USD,76125000,,,,10,Made Acquisitions,,,,,,,,,,,,Public,2006-02-10,,,19000000,USD,19000000,63000000,USD,63000000,PERI,https://www.crunchbase.com/ipo/perion-ipo--9f704b38,NASDAQ,,1,"5,453",53,14,,41,0,5,,Scientific and electric apparatus and instruments,,,,
Unbound Tech,https://www.crunchbase.com/organization/dyadic-security,"Cloud Security, Cyber Security, Home Services, Privacy, Security, Service Industry","Tel Aviv, Tel Aviv, Israel","Unbound Tech providing protection for cryptographic keys and credentials, even in the presence of a network and server breach.","5,181",,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://www.unboundtech.com,http://twitter.com/DyadicSec,http://www.facebook.com/pages/Dyadic/1579057392310901,http://www.linkedin.com/company/3238521,,631-316-8114,17,,"Unbound allows you to work with secrets without ever exposing them, ensuring your most precious digital assets are safe – anytime, anywhere. Control, manage and protect keys from across all sites and workloads from a single pane of glass. Unbound from security, privacy and compliance restrictions, previously out of reach digital services can now be built with unprecedented speed and scale. Integrate a virtual secure enclave directly into any app to enable secure transactions from insecure devices.",,,,,,,,,,,,,,"Information Technology, Other, Privacy and Security, Real Estate",4,"Avner Mor, Guy Peer, Nigel Smart, Yehuda Lindell",11-50,3,Early Stage Venture,2020-11-17,20000000,USD,20000000,Series B,20000000,USD,20000000,Series B,32000000,USD,32000000,35104693,USD,35104693,"Citi Ventures, GS Growth, EASME - EU Executive Agency for SMEs, Innovation Endeavors, Evolution Equity Partners",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,3,"5,459",30,,,23,16,0,Electric Communication Technique,,,,,
Aurora Labs,https://www.crunchbase.com/organization/aurora-labs,"Artificial Intelligence, Automotive, Autonomous Vehicles, Developer Tools, Internet of Things, Machine Learning, Predictive Analytics, Software","Tel Aviv-yafo, Tel Aviv, Israel",Aurora Labs is a technology company that offers a self-healing platform for connected vehicle software.,"5,210",,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.auroralabs.com/,https://twitter.com/TheAuroraLabs,https://www.facebook.com/Aurora-Labs-109034384014636,https://www.linkedin.com/company/auroralabs/,info@auroralabs.com,,9,,"Aurora Labs is a technology company that offers a self-healing platform for connected vehicle software. The company has reinvented remote software management, remote diagnostics, and over-the-air (OTA) updates for the automotive and IoT industries. Using machine learning algorithms to analyze risks and changes in the software functionality and behavior, Aurora Labs' Line-Of-Code Behavior™ technology improves the user experience and lowers the cost of software quality, safety, and security. Aurora Labs' Self-Healing Software solutions continuously collect actionable data, enabling pre-error detection of line-of-code faults, software error fixes on-the-go, reliable, and cost-effective OTA updates without any downtime for the user and software change validation to streamline regulation and certification. Aurora Labs, founded in 2016, has raised $34m and has been granted dozens of patents. Aurora Labs has customers around the world and is headquartered in Tel Aviv, Israel, with offices in Germany, North Macedonia, and the US.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Internet Services, Science and Engineering, Software, Transportation",2,"Ori Lederman, Zohar Fox",11-50,4,Early Stage Venture,2020-09-22,23000000,USD,23000000,Series B,23000000,USD,23000000,Series B,34100000,USD,34100000,34100000,USD,34100000,"Chris Sang, TA Ventures, Expansion Venture Capital, Trucks Venture Capital, MizMaa Ventures",4,13,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"5,488",41,,,20,28,0,Computing; Calculating,,,,,
Pluristem Therapeutics,https://www.crunchbase.com/organization/pluristem-therapeutics,"3D Technology, Biotechnology, Therapeutics","Haifa, Hefa, Israel",Pluristem Therapeutics is a biotherapy company using placental cells and a 3D technology platform to develop cell therapies for diseases.,"5,228",,Less than $1M,Active,2003-01-01,year,2003-04-01,day,,,For Profit,http://pluristem.com,http://twitter.com/Pluristem,https://www.facebook.com/Pluristem/,https://www.linkedin.com/company/pluristem-therapeutics,info@pluristem.com,+972-74-710-8600,62,,"Pluristem Therapeutics is a clinical-stage biotechnology company using placental cells and a unique, proprietary, three-dimensional (3D) technology platform to develop cell therapies for a broad spectrum of diseases. Pluristem derives its cell products from human placental cells. These cells are converted into PLacental eXpanded (PLX) cells, which secrete therapeutic proteins in response to signals produced by damaged tissues. Pluristem’s pipeline targets multiple indications involving inflammation and ischemia, including peripheral artery disease, muscle injury, preeclampsia, and graft versus host disease. PLX cells require no tissue matching prior to administration, making them an “off-the-shelf” product. The company’s GMP-certified in-house manufacturing facilities allow it to efficiently produce commercial quantities of homogeneous, clinical-grade PLX cells. Pluristem is currently the only company manufacturing large quantities of placenta-based cell products using a 3D bioreactor. Driving these development efforts is a management team dedicated to shaping the future of the company and of placenta-based cell therapies. The Pluristem team has many decades of industry and research experience and draws on this as it continues to progress towards company goals.",,,,,,,,,,,,,,"Biotechnology, Hardware, Health Care, Science and Engineering, Software",1,Shai Meretzki,101-250,10,IPO,2021-02-02,30000000,USD,30000000,Post-IPO Equity,30000000,USD,30000000,Post-IPO Equity,93470003,USD,93470003,162494975,USD,162494975,"European Investment Bank, Innovative Medical Management",2,2,,,,,,,,,,,,,,Public,2003-04-01,,,,,,,,,PSTI,https://www.crunchbase.com/ipo/pluristem-therapeutics-ipo--42709792,NASDAQ,,,"5,507",42,,,17,66,2,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Scientific and electric apparatus and instruments,,,,
OrCam Technologies,https://www.crunchbase.com/organization/orcam-technologies,"Fitness, Health Care, Medical Device, Wearables, Wellness","Jerusalem, Yerushalayim, Israel",OrCam harnesses the power of artificial vision in an intuitive portable device that compensates for lost visual abilities.,"5,253",,Less than $1M,Active,2010-01-01,year,,,,,For Profit,http://orcam.com,http://twitter.com/OrCam,http://www.facebook.com/orcamtech,http://www.linkedin.com/company/orcam,careers@orcam.com,+1 (800) 713-3741,27,Unicorn,"OrCam harnesses the power of artificial vision in an intuitive portable device that compensates for lost visual abilities.  OrCam has created a technologically advanced device unique in its ability to provide visual aid through a discreet wearable platform and simple easy-to-use interface which serves to enhance the daily lives of people with vision loss. The OrCam device is a smart camera mounted on the frames of your eyeglasses, which “sees” text, recognizes objects and “whispers” in your ear.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Health Care, Sports",2,"Amnon Shashua, Ziv Aviram",51-100,4,,2018-02-20,30400000,USD,30400000,Venture - Series Unknown,30400000,USD,30400000,Venture - Series Unknown,86400000,USD,86400000,86400000,USD,86400000,"Intel Capital, btov Partners, Meitav Investment House, Clal Insurance Enterprises Holdings, Moshe Gaon",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"5,533",64,,,30,90,3,Computing; Calculating,Scientific and electric apparatus and instruments,,,,
Green Invoice,https://www.crunchbase.com/organization/green-invoice,"B2B, Banking, FinTech","Tel Aviv-yafo, Tel Aviv, Israel",Green Invoice offers businesses a super smart & user friendly invoicing and business management service.,"5,339",,,Active,2010-01-01,year,,,,,For Profit,https://www.greeninvoice.co.il/,,https://www.facebook.com/green.invoice,https://www.linkedin.com/company/greeninvoice/,info@greeninvoice.co.il,,1,,"Green Invoice offers businesses a super smart & user friendly invoicing and business management service.  Manage client lists, items, expenses, and documents intuitively, save time, increase revenue, and improve efficiencythrough automaticactions such as alerts, graphs, reports, credit card payment processing, other forms of online payments, and many other feature and benefits.",,,,,,,,,,,,,,"Financial Services, Lending and Investments, Other",,,11-50,1,Private Equity,2021-02-22,20000000,USD,20000000,Private Equity,20000000,USD,20000000,Private Equity,20000000,USD,20000000,20000000,USD,20000000,Fortissimo Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"5,623",49,,,13,,,,,,,,
Classiq Technologies,https://www.crunchbase.com/organization/classiq,Quantum Computing,"Tel Aviv, Tel Aviv, Israel",Automation and Synthesis of Quantum Algorithms,"5,502",,$1M to $10M,Active,2020-05-01,day,,,,,For Profit,https://www.classiq.io/,,,https://www.linkedin.com/company/67283179/admin/,nir@classiq.io,,1,,,,,,,,,,,,,,,,Science and Engineering,3,"Amir Naveh, Nir Minerbi, Yehuda Naveh",1-10,2,Early Stage Venture,2021-01-27,10500000,USD,10500000,Series A,10500000,USD,10500000,Series A,14500000,USD,14500000,14500000,USD,14500000,"OurCrowd, Entrée Capital, Wing Venture Capital, Team8 Capital, IN Venture",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"5,793",15,,,,,,,,,,,
CropX,https://www.crunchbase.com/organization/cropx,"Agriculture, Analytics, Farming, Robotics","Netanya, HaMerkaz, Israel","CropX an ag-analytics company, develops cloud based software solutions integrated with wireless sensors, which boosts crops yield.","5,573",,$1M to $10M,Active,2013-08-01,month,,,,,For Profit,http://www.cropx.com/,https://twitter.com/crop_x,https://www.facebook.com/cropxapp/,https://www.linkedin.com/company/cropx-ltd,info@cropx.com,1(650) 618-8169,31,,"CropX Ltd., an ag-analytics company, develops cloud based software solutions integrated with wireless sensors, which boosts crops yield and saves water and energy. It offers advanced adaptive irrigation software service that delivers crop yield increase, and water and energy cost saving services while conserving the environment. The company also generates irrigation maps and automatically applies the right amount of water to different parts of the same field. It serves farmers worldwide. CropX Ltd. was founded in 2013 and is headquartered in Tel Aviv, Israel with an additional office in San Francisco, California. CropX’s proprietary science helps farmers better understand water usage across their fields. Its low-cost soil sensors can increase crop yields while simultaneously cutting water usage by one third. In just one irrigation season, CropX sensors were installed on thousands of acres of all major row crops and demonstrated immense value, with early customers across the United States reporting dramatic water, manpower and cost savings, as well as massive crop yield gains. During the current growing season, CropX technology will be rolled out across hundreds of thousands of acres.",,,,,,,,,,,,,,"Agriculture and Farming, Data and Analytics, Hardware, Science and Engineering, Software",1,Isaac Bentwich,11-50,10,Early Stage Venture,2019-08-21,10000000,USD,10000000,Series B,10000000,USD,10000000,Series B,22250679,USD,22250679,24250679,USD,24250679,"OurCrowd, SeedInvest, Finistere Ventures, Kreos Capital, Robert Bosch Venture Capital",4,14,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"5,866",58,,,27,,,,,,,,
Brainsway,https://www.crunchbase.com/organization/brainsway,"Biotechnology, Health Care, Life Science","Jerusalem, Yerushalayim, Israel",Brainsway's patented breakthrough technology launches a new era in brain disorder treatment.,"5,581",,$1M to $10M,Active,2003-01-01,year,2019-04-16,day,,,For Profit,http://www.brainsway.com,http://twitter.com/Brainsway,https://www.facebook.com/brainswaydeeptms,http://www.linkedin.com/company/3253269,info@brainsway.com,+972 8552003867,29,,"Brainsway's patented breakthrough technology launches a new era in brain disorder treatment. A non-invasive, yet highly effective solution, Brainsway can make a difference in the wellbeing and health of millions of patients worldwide. Brainsway's technology releases millions of patients from a bleak cycle of insufficiently effective treatments and unpleasant side effects. Brainsway's treatment was approved by the FDA for Major Depressive Disorder patients*. The technology is also safe, with no systemic effects or long-term side effects, and highly convenient, requiring only brief daily sessions over a couple of weeks. Brainsway's technology has already been applied in thousands of cases worldwide in the framework of clinical studies. It has also been enthusiastically embraced by leading research institutions worldwide, with over 60 clinical trials performed. Brainsway technology is based on a patent registered by the U.S. National Institutes of Health (NIH). Brainsway is dedicated to research and continuously explores treatments for a variety of brain disorders.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",4,"Avner Hagai, Avraham Zangen, David Zacut, Yiftach Roth",51-100,4,IPO,2021-02-23,45200000,USD,45200000,Post-IPO Equity,45200000,USD,45200000,Post-IPO Equity,65495695,USD,65495695,65495695,USD,65495695,"Phoenix Insurance Company, Yelin Lapidot Investment House, IBI Investment House",1,3,,,,,,,,,,,,,,Public,2019-04-16,,,28000000,USD,28000000,119000000,USD,119000000,BWAY,https://www.crunchbase.com/ipo/brainsway-ipo--45b4b342,NASDAQ,,,"5,874",61,,,26,30,2,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments,,,,
EarlySense,https://www.crunchbase.com/organization/earlysense,"Biotechnology, Health Care, Medical Device","Ramat Gan, Tel Aviv, Israel","EarlySense develops signal-processing technology, offers EverOn, a contact-free and early detection patient supervision system.","5,613",,$50M to $100M,Active,2004-01-01,year,,,,,For Profit,http://www.earlysense.com,http://twitter.com/EarlySense_Ltd,http://www.facebook.com/pages/EarlySense/197449813707672,http://www.linkedin.com/company/143013,info@earlysense.com,(781) 373-3228,86,,"EarlySense develops signal-processing technology. The company's lead product, EverOn, a contact-free early detection patient supervision system that measures, records, displays, and alerts heart and respiration rates, as well as bed entries and exits, patient motion, and quality of sleep from under the mattress. EarlySense Ltd. was founded in 2004 and is based in Ramat Gan, Israel with a research and development facility in Israel; and marketing offices in Boston, Massachusetts.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Avner Halperin,101-250,9,Late Stage Venture,2019-01-07,39000000,USD,39000000,Series H,39000000,USD,39000000,Series H,145000000,USD,145000000,145000000,USD,145000000,"Pitango Venture Capital, Samsung Ventures, Wells Fargo Strategic Capital, Inc., Hill-Rom, Mitsui & Co",6,17,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2020-02-24,2,"5,908",46,8,175,29,45,2,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments,,,,
Silverfort,https://www.crunchbase.com/organization/silverfort-2,"Computer, Cyber Security, Enterprise Software, Network Security","Tel Aviv, Tel Aviv, Israel",Silverfort delivers secure authentication and access policies across corporate networks and cloud environments.,"5,676",,$10M to $50M,Active,2016-01-01,year,,,,,For Profit,https://www.silverfort.com,https://twitter.com/silverfort,https://www.facebook.com/silverfort/,https://www.linkedin.com/company/silverfort/,info@silverfort.com,,14,,"Silverfort offers a revolutionary agentless and proxyless authentication platform for enterprises. It extends Multi-Factor Authentication, Risk-Based Authentication and Zero Trust policies in a unified, AI-driven manner across all corporate users, devices and systems, both on-premise and in the cloud, without requiring any modifications to endpoints and servers. That includes systems that couldn't be protected before, such as homegrown applications, legacy systems, IT/OT infrastructure, file shares, command-line tools, machine-to-machine access (service accounts) and more. Silverfort allows companies to detect and prevent identity based attacks (including account compromise, lateral movement, brute force, password spraying and more), achieve compliance with regulations like PCI DSS, NIST and HIPAA, and securely migrate servers and applications to the cloud without modifying them.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software",3,"Hed Kovetz, Matan Fattal, Yaron Kassner",51-100,5,Early Stage Venture,2020-08-04,30000000,USD,30000000,Series B,30000000,USD,30000000,Series B,41500000,USD,41500000,41500000,USD,41500000,"SixThirty, TLV Partners, Citi Ventures, Aspect Ventures, Singtel Innov8",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,4,"5,977",56,,,22,4,1,Electric Communication Technique,Scientific and electric apparatus and instruments,,,,
Swimm,https://www.crunchbase.com/organization/swimm,"Developer Tools, Knowledge Management, Productivity Tools, SaaS, Software","Tel Aviv, Tel Aviv, Israel","Swimm helps engineers ramp-up to new codebases at ease and speed optimizing team productivity, independent work and time-to-value.","5,719",,,Active,2019-09-01,month,,,,,For Profit,https://swimm.io/,https://twitter.com/IoSwimm,https://www.facebook.com/Swimm.io,https://www.linkedin.com/company/30127316,oren@swimm.io,,5,,"Silos can sneak in to even the most agile of teams and create needless delays on essential projects. Chasing down information keeps teams out of sync. But onboarding, outdated documents, or project switching should never slow a project down. Swimm is a SaaS company built to make the development process fast and smooth with smart docs and continuous documentation. Teams use Swimm to create focused and engaging tutorials that help them share knowledge on the codebase. Thanks to Swimm's unique auto-sync technology, tutorials remain fresh and up-to-date even if the code changes.",,,,,,,,,,,,,,"Administrative Services, Other, Software",4,"Gilad Navot, Omer Rosenbaum, Oren Toledano, Tom Ahi Dror",11-50,3,Seed,2021-01-14,5700000,USD,5700000,Seed,5700000,USD,5700000,Seed,5700000,USD,5700000,5700000,USD,5700000,"Pitango Venture Capital, Axon Ventures, TAU Ventures, Nimrod Cohen, FundFire",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"6,021",25,,,,,,,,,,,
apiiro,https://www.crunchbase.com/organization/apiiro-ltd,Software,"Tel Aviv, Tel Aviv, Israel",apiiro Ltd. is a Code Risk Platform™ that helps accelerate delivery by automatically reducing application & infrastructure risk.,"5,723",,,Active,2019-07-01,day,,,,,,https://www.apiiro.com,https://twitter.com/apiiroSecurity,https://www.facebook.com/Apiiro/,https://www.linkedin.com/company/apiiro/,info@apiiro.com,,4,,apiiro is the industry's first Code Risk Platform™ to aid application and infrastructure stakeholders to accelerate delivery by automatically reducing product risk with every material change before it is shipped to production.,,,,,,,,,,,,,,Software,,,11-50,1,Early Stage Venture,2020-10-13,35000000,USD,35000000,Series A,35000000,USD,35000000,Series A,35000000,USD,35000000,35000000,USD,35000000,"Asheem Chandna, Ted Schlein, Saam Motamedi",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"6,025",16,,,,,,,,,,,
Optibus,https://www.crunchbase.com/organization/optibus,"Artificial Intelligence, GovTech, Machine Learning, Public Transportation, SaaS, Software","Tel Aviv, Tel Aviv, Israel",Optibus is a SaaS platform for planning and running mass transportation through advanced artificial intelligence and algorithms.,"5,736",,Less than $1M,Active,2014-04-01,day,,,,,For Profit,http://www.optibus.com,https://www.twitter.com/optibushq,https://www.facebook.com/optibusltd,http://www.linkedin.com/company/3023213,info@optibus.com,,67,,"Optibus leverages the power of machine-learning and optimization algorithms to redefine the way mass-transportation is planned and operated. Optibus’ disruptive technology drive some of the most complex transportation operations worldwide, helping to improve the quality of service, increase efficiencies, save money, and streamline operations.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software, Transportation",3,"Amos Haggiag, Eitan Yanovsky, Gady Shlasky",101-250,3,Early Stage Venture,2018-12-12,40000000,USD,40000000,Series B,40000000,USD,40000000,Series B,53000000,USD,53000000,53000000,USD,53000000,"Alibaba Group, Insight Partners, Verizon Ventures, Pitango Venture Capital, Ronald Cohen",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"6,039",6,,,25,4,0,Computing; Calculating,,,,,
Acumen.io,https://www.crunchbase.com/organization/acumen-labs,"Information Technology, Machine Learning, Productivity Tools, SaaS, Software, Software Engineering","Tel Aviv, Tel Aviv, Israel",GPS for software engineering teams,"5,830",,,Active,2019-07-01,month,,,,,For Profit,https://www.acumen.io/,https://twitter.com/acumenlabs,,https://www.linkedin.com/company/acumen-labs/,info@acumen.io,,1,,"Acumen is an engineering intelligence platform that enables engineering teams to deliver software on time. The platform uses artificial intelligence to stitch together and interpret fragmented, incomplete data from across engineering tools. Acumen then mines through the data to unlock patterns and identify team-level blockers and risks. The result is a crystal-clear picture of what's going on day-to-day and how to unblock the team. For teams, this means fewer fire drills, less ""work about work,"" and greater productivity.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",4,"Daniel Shir, Daniel Shir, Itamar Mula, Nevo Alva",11-50,1,Seed,2021-02-24,7000000,USD,7000000,Seed,7000000,USD,7000000,Seed,7000000,USD,7000000,7000000,USD,7000000,"Hetz Ventures, 10D, Crescendo Venture Partners",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"6,136",7,,,,0,0,,Advertising; business,,,,
Arbe,https://www.crunchbase.com/organization/arbe-robotics,"Automotive, Autonomous Vehicles","Tel Aviv-yafo, Tel Aviv, Israel",Real Time 4D Imaging Radar for autonomous driving,"5,842",,$1M to $10M,Active,2015-07-01,day,,,,,For Profit,http://www.arberobotics.com,https://twitter.com/Arbe_Robotics,https://www.facebook.com/arberobotics,https://www.linkedin.com/company/12960415,info@arberobotics.com,,13,,"Arbe is building the future car’s eyes and brain using a High-Resolution Radar enabling cars to “see” the environment in any weather and any lighting condition, to long, mid and short ranges as well as in any azimuth, elevation and Doppler. Our radar detects cars, motorcycles, bikes, and most importantly humans. Arbe’s radar, based on our proprietary chipsets, is a next generation of safety products for ADAS and autonomous driving, offering superior performance at a low cost, size and power consumption.",,,,,,,,,,,,,,Transportation,3,"Kobi Marenko, Noam Arkind, Oz Fixman",51-100,8,Early Stage Venture,2020-09-06,,,,Series B,,,,Series B,54650000,USD,54650000,54650000,USD,54650000,"OurCrowd, iAngels, Canaan Partners, Adam Morley, 360 Capital",6,13,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"6,148",33,,,11,,,,,,,,
