Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Wirewatt,https://www.crunchbase.com/organization/wirewatt,"Clean Energy, CleanTech, Financial Services, Solar","Monterrey, Nuevo Leon, Mexico",Wirewatt is a clean energy financing platform providing loans to homeowners to finance solar and other energy-efficiency projects.,"3,593",Latin America,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://wirewatt.com/,https://twitter.com/WireWatt,https://www.facebook.com/wirewatt,https://www.linkedin.com/company/wirewatt-inc-,hello@wirewatt.com,52 81 2139 6070,2,,"Wirewatt is a clean energy financing platform providing loans to homeowners and small and medium businesses to finance solar, battery, and other energy-efficiency improvement projects. The company is a B2B marketplace in Latin America that connects residential solar companies with the capital markets. It also provides software and financial services for the solar industry and helps solar professionals sell more projects and international funds to obtain better returns in a risk-managed environment.",,,,,,,,,,,,,,"Energy, Financial Services, Natural Resources, Sustainability",2,"Andres Garcia Galan, Joel Galan",11-50,2,Private Equity,2021-02-19,4000000,USD,4000000,Private Equity,4000000,USD,4000000,Private Equity,4500000,USD,4500000,4500000,USD,4500000,"Rockstart, MGM Innova Group",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"3,809",8,,,,,,,,,,,
Valoreo,https://www.crunchbase.com/organization/valoreo,"Consumer Goods, E-Commerce","Mexico City, Distrito Federal, Mexico","Valoreo acquires, operates, and scales outstanding e-commerce brands.","3,707",Latin America,,Active,2020-01-01,year,,,,,,https://valoreo.com/,,,https://uk.linkedin.com/company/valoreo,,,1,,"Valoreo acquires, operates, and scales outstanding e-commerce brands with superstar products. We focus on brands with excellent customer reviews and merchants that have proven success by being top-seller in niche categories with high-growth potential.",,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods",,,1-10,1,Seed,2021-02-16,50000000,USD,50000000,Seed,50000000,USD,50000000,Seed,50000000,USD,50000000,50000000,USD,50000000,"FJ Labs, Angel Ventures, Presight Capital, Fabrice Grinda, Upper90",,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"3,929",,,,,,,,,,,,
Pemex,https://www.crunchbase.com/organization/pemex,"Energy, Oil and Gas","Mexico City, Distrito Federal, Mexico","Petróleos Mexicanos (trademarked and better known as Pemex) is a Mexican state-owned petroleum company, created in 1938 by nationalized","3,727",Latin America,$10B+,Active,1938-06-07,day,,,,,For Profit,https://www.pemex.com/en/Paginas/default.aspx,http://twitter.com/pemex,http://www.facebook.com/petroleosmexicanos,http://www.linkedin.com/company/pemex,atencion.ciudadana@pemex.com,(525) 519-4425,518,,"Petróleos Mexicanos (trademarked and better known as Pemex) is a Mexican state-owned petroleum company, created in 1938 by nationalized petroleum and the expunging of all private foreign and domestic companies at that time. Pemex is the biggest enterprise in Mexico, the largest taxpayer in the country and one of the largest companies in Latin America. Of the few oil companies in the world that develops all the productive chain of the industry, from exploration to distribution and commercialization of end products, including petrochemicals. During 2012, Pemex had an operating income of 905 billion pesos and investment amounted to 311 billion pesos. The crude oil production has remained stable in recent years, and additional discoveries were conducted that helped corroborate the petroleum potential deepwater basins. With the completion of the well-1DL Kunah Kunah more field information was obtained, confirming the gas potential in the deepwater Gulf of Mexico project B.  The business plan of Pemex and its subsidiaries want, over the course 2013-2017, to meet the mandate of creating value and achieving operational and financial sustainability in the medium and long term. From a careful examination of the current situation and the situation analysis, we have decided to focus on the following objectives: growth, operational efficiency, corporate responsibility and management modernization.",,,,,,,,,,,,,,"Energy, Natural Resources",,,10001+,1,,2019-09-12,7500000000,USD,7500000000,Debt Financing,,,,,,,,7500000000,USD,7500000000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"3,950",1,7,"10,583",,,,,,,,,
Klar,https://www.crunchbase.com/organization/klar,"Banking, Credit Cards, Debit Cards, Finance, Financial Services, FinTech, Mobile Apps, Software","Mexico City, Distrito Federal, Mexico",Klar is a FinTech challenger bank that provides deposit and credit services for Mexican customers.,"3,872",Latin America,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,http://www.klar.mx,,https://www.facebook.com/klar.socios,https://www.linkedin.com/company/klartechnologies,contacto@klar.mx,55 2629 2787,17,,"Klar is a FinTech challenger bank that provides deposit and credit services for Mexican customers. Using the Klar card rewards users with cash of up to 4% cashback for each purchase, not points without confusing conversions or expiration dates. Clients can also send and receive payments and collections money instantly to Klar accounts and other banks. The Klar card is linked to an app where users can see all their movements in real-time. Stefan Moller, Daniel Autrique, Jeronimo Riefkohl, and Gianluigi Davassi established the company in Mexico City, Distrito Federal in 2018.",,,,,,,,,,,,,,"Apps, Financial Services, Lending and Investments, Mobile, Payments, Software",4,"Daniel Autrique, Gianluigi Davassi, Jeronimo Riefkohl, Stefan Moller",51-100,4,Early Stage Venture,2020-10-20,15000000,USD,15000000,Series A,15000000,USD,15000000,Series A,22500000,USD,22500000,72500000,USD,72500000,"FJ Labs, Western Technology Investment, International Finance Corporation, Quona Capital, Prosus Ventures",4,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"4,098",48,,,,,,,,,,,
Belvo,https://www.crunchbase.com/organization/belvo,"Banking, Developer APIs, Finance, Financial Services, FinTech","Mexico City, Distrito Federal, Mexico",Belvo is the Open Banking API platform in Latin America and the easiest way for users to connect their account to an app.,"3,920",Latin America,Less than $1M,Active,2019-05-01,month,,,,,For Profit,https://belvo.com/,https://twitter.com/joinbelvo,,https://www.linkedin.com/company/belvofinance,founders@belvo.co,,4,,"Belvo has built a developer-first API platform that can be used to access and interpret end-user financial data to build better, more efficient and more inclusive financial products in Latin America.",,,,,,,,,,,,,,"Financial Services, Lending and Investments, Software",2,"Pablo Viguera, Uri Tintore",11-50,4,Early Stage Venture,2020-05-29,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,13000000,USD,13000000,13000000,USD,13000000,"Founders Fund, Y Combinator, Liquid 2 Ventures, Kaszek Ventures, Unpopular Ventures",6,12,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"4,147",65,,,,,,,,,,,
UnDosTres,https://www.crunchbase.com/organization/undostres,"FinTech, Internet, Software","Mexico City, Distrito Federal, Mexico",UnDosTres is revolutionizing the consumer payments landscape in Mexico.,"4,633",Latin America,Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://undostres.com.mx,http://twitter.com/undostres_mx,http://facebook.com/undostres.com.mx,http://linkedin.com/company/22320169/,socios@undostres.com.mx,,,,UnDosTres is revolutionizing the consumer payments landscape in Mexico. We are building the country's leading platform that allows Mexican's to pay for anything and everything at the tap of a button!  We are amongst the fastest-growing startups in Mexico and were recently crowned the Best Fintech Startup in Emerging Markets.,,,,,,,,,,,,,,"Financial Services, Internet Services, Software",3,"Arpit Gupta, Naveen Sharma, Vikram Deswal",11-50,6,,2021-02-11,,,,Venture - Series Unknown,,,,Venture - Series Unknown,8150000,USD,8150000,11340000,USD,11340000,"MassChallenge, Wayra, IGNIA, Cabiedes & Partners, Dalus Capital",4,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"4,888",63,1,,,,,,,,,,
Fundary,https://www.crunchbase.com/organization/fundary,"Commercial Lending, Crowdfunding, Financial Services, FinTech, Lending","Mexico City, Distrito Federal, Mexico",Mexican Fintech company based in a crowdfunding/crowdlending model targeting SME companies. Top 5 in Mexico.,"5,435",Latin America,$10M to $50M,Active,2016-10-26,day,,,,,For Profit,https://fundary.com,https://twitter.com/fundary,https://facebook.com/fundary,https://linkedin.com/company/fundary,investor.relations@fundary.com,+525551056016,105,,"Fundary is a Fintech company based in a crowdlending model that empowers SME by giving access to fair credit and offering investors interest rates 3 to 4 times higher than the traditional financial sector.  All the on boarding process for borrowers and lenders is 100% online.  The credit scoring and  companies classification is conducted also online through a 19 variable algorithm.   We are committed to ""change the financial reality"" mainly for the 600 million underbanked in Latam.",,,,,,,,,,,,,,"Financial Services, Lending and Investments",2,"Jaime Sánchez, Marcelo De Fuentes",11-50,2,Early Stage Venture,2020-04-27,500000,USD,500000,Series A,500000,USD,500000,Series A,2500000,USD,2500000,2500000,USD,2500000,Marcelo De Fuentes,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"5,724",,,,,,,,,,,,
Sofía,https://www.crunchbase.com/organization/sofía,Health Care,"Mexico City, Distrito Federal, Mexico",Improving the way millions of people take care of their health,"5,547",Latin America,,Active,2018-01-01,year,,,,,For Profit,https://sofiasalud.com,https://twitter.com/somossofia/,https://www.facebook.com/somossofia/,https://www.linkedin.com/company/sofiasalud,hola@sofiasalud.com,,5,,,,,,,,,,,,,,,,Health Care,3,"Arturo Sánchez Correa, Manuel Andere, Sebastian Jimenez Bonnet",51-100,2,Early Stage Venture,2020-11-18,19000000,USD,19000000,Series A,19000000,USD,19000000,Series A,25300000,USD,25300000,25300000,USD,25300000,"Index Ventures, Ribbit Capital, Cavalry Ventures, Kaszek Ventures, Jan Hammer",1,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"5,839",47,,,,,,,,,,,
Mozper,https://www.crunchbase.com/organization/mozper,"Debit Cards, Finance, Financial Services, FinTech, Mobile Apps, Mobile Payments, Payments","Mexico City, Distrito Federal, Mexico",Mozper offers a debit card and an app designed for kids and parents to manage savings and spending.,"6,236",Latin America,,Active,2019-12-02,day,,,,,For Profit,https://www.mozper.com/,https://twitter.com/mozper_mx,https://www.facebook.com/mozper,https://www.linkedin.com/company/mozper/,hola@mozper.com,7868562770,12,,"Mozper is a developer of a debit card and app designed for kids and parents in Latin America. Its application enables parents to give their kids an allowance and set spending rules so they can't blow it all on video games, it also allows them to assign chores, and track savings goals, thereby, enabling its users to let their children get a hands-on, real-world financial education appropriate for the digital era. The company was founded in 2019 and is headquartered in Mexico City.",,,,,,,,,,,,,,"Apps, Financial Services, Mobile, Payments, Software",3,"Gabriel Roizner, Pablo Klestorny, Yael Israeli",1-10,4,Seed,2020-12-14,3550000,USD,3550000,Seed,3550000,USD,3550000,Seed,5135000,USD,5135000,5135000,USD,5135000,"Y Combinator, Foundation Capital, F-Prime Capital, Angel Ventures, Secocha Ventures",4,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"6,565",42,,,,,,,,,,,
Kueski,https://www.crunchbase.com/organization/kueski,"Analytics, Financial Services, Lending","Guadalajara, Jalisco, Mexico",Kueski uses big data and advanced analytics to approve and deliver loans in a matter of minutes.,"6,351",Latin America,$1M to $10M,Active,2012-12-07,day,,,,,For Profit,https://kueski.com,https://twitter.com/mikueski,http://www.facebook.com/mykueski,https://www.linkedin.com/company/kueski,soporte@kueski.com,+528000991157,12,,"Kueski is the online lender for the Middle Class of Mexico and Latin America. The company uses big data and advanced analytics to approve and deliver loans in a matter of minutes. Simple, paperless and available 24/7, Kueski is the most convenient lending platform for those who need an immediate loan. The company has become the fastest growing platform of its kind in the region and has already granted thousands of loans.",,,,,,,,,,,,,,"Data and Analytics, Financial Services",2,"Adalberto Flores, Leonardo de la Cerda",251-500,6,Early Stage Venture,2019-09-04,,,,Series B,,,,Series B,13750000,USD,13750000,38750000,USD,38750000,"Endeavor Catalyst, Angel Ventures, Cometa (formerly Variv Capital), Richmond Global Ventures, Rise Capital",4,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"6,686",78,,,58,0,1,,Insurance; financial affairs,,,,
Cargamos.com,https://www.crunchbase.com/organization/cargamos-com,"Apps, Delivery, Last Mile Transportation, Real Estate, Warehousing","Mexico City, Distrito Federal, Mexico",Darkstores everywhere!,"6,431",Latin America,,Active,2019-03-13,day,,,,,For Profit,https://cargamos.com/,https://twitter.com/cargamos_com,https://www.facebook.com/cargamos,https://www.linkedin.com/company/33303003,,,5,,"As a warehouse and last-mile logistics platform, Cargamos turns excess capacity from malls, parking lots, and storage facilities into fulfillment centers for quick commerce across Latam.",,,,,,,,,,,,,,"Administrative Services, Apps, Real Estate, Software, Transportation",1,Ivan Ariza,51-100,3,Seed,2021-01-18,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,5300000,USD,5300000,5300000,USD,5300000,"Mountain Nazca, FEMSA",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"6,770",37,,,,,,,,,,,
