Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Ninety Nine,https://www.crunchbase.com/organization/ninety-nine,"B2C, Financial Services, FinTech, Information Services","Madrid, Madrid, Spain",Ninety Nine is a developer of financial trading platform intended to charge no commission fees.,"13,941",European Union (EU),,Active,2018-01-01,day,,,,,For Profit,https://www.ninetynine.com/,,,https://www.linkedin.com/company/ninety-nine-co,,,5,,"Ninety Nine is a developer of financial trading platform intended to charge no commission fees. The company leverages technology to provide trading platform without charging fees and a educational platform, enabling customers to avail financial learning as well as commission free trading through the platform.",,,,,,,,,,,,,,"Financial Services, Information Technology, Other",1,Javier Sanz Álvarez,11-50,2,Seed,2019-01-09,7200000,EUR,8319131,Seed,7200000,EUR,8319131,Seed,7200000,EUR,8319131,7200000,EUR,8319131,"Breega, Two Culture Capital, Inaki Berenguer, Ethos Capital Partners",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"14,560",67,,,25,,,,,,,,
SingularCover,https://www.crunchbase.com/organization/singularcover,"Insurance, InsurTech","Barcelona, Catalonia, Spain","Singular Cover is the online insurance for small businesses, made just for you. Simple to understand and buy, in just a few clicks.","14,225",European Union (EU),$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://www.singularcover.com,,,https://www.linkedin.com/company/singularcover/,,,2,,"Singular Cover is the online insurance for small businesses, made just for you. Simple to understand and buy, in just a few clicks.",,,,,,,,,,,,,,Financial Services,2,"Christian Hoffmann, Rafael Gonzalez-Montejano",11-50,3,Early Stage Venture,2020-06-18,4500000,EUR,5044277,Series A,4500000,EUR,5044277,Series A,6300000,EUR,7073896,6425000,EUR,7213814,"Global Founders Capital, ENISA, Antai Venture Builder, Liberty Mutual Strategic Ventures, Mutua Madrileña",5,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"14,850",74,,,,,,,,,,,
HUBUC,https://www.crunchbase.com/organization/hubuc,"B2B, Banking, Credit Cards, Debit Cards, Financial Services, FinTech, Gift Card, Payments","Barcelona, Catalonia, Spain",Banking as a Platform that enables businesses to embed financial services in their products and services.,"14,311",European Union (EU),Less than $1M,Active,2019-12-01,month,,,,,For Profit,https://www.hubuc.com,https://twitter.com/HubucHQ,,https://www.linkedin.com/company/hubuc,info@hubuc.com,+34 685 223 833,4,,"HUBUC is a banking as a service that offers businesses a quick, reliable, scalable, and easy way to provide financial services to their customers. Our vision is to enable any business to be to embed financial services in its product offering. Our customers go to market on average in 7-8 weeks with a live product with a bank account, European IBAN, Debit cards, 27 FX currency pairs, SEPA Direct debit, Instant Payments, Account Aggregation, Payment Initiation, and a full suite a branded digital banking products ready for launch.",,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Lending and Investments, Other, Payments",2,"Hasan Nawaz, Ignacio Javierre",11-50,1,Seed,2020-07-08,350000,EUR,396825,Pre-Seed,350000,EUR,396825,Pre-Seed,350000,EUR,396825,350000,EUR,396825,"Lanai Partners, 4Founders Capital, Albert Armengol, Reus Capital Partners",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"14,938",52,,,,,,,,,,,
Ona Therapeutics,https://www.crunchbase.com/organization/ona-therapeutics,"Biotechnology, Health Care, Life Science","Barcelona, Catalonia, Spain",Ona Therapeutics is focused on the discovery and development of therapeutic biologics to treat metastatic cancer.,"14,354",European Union (EU),Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://ona-therapeutics.com,,,https://www.linkedin.com/company/ona-therapeutics/,,,2,,"Ona Therapeutics is a biotech company that specializes in the discovery and development of therapeutic biologics targeting tumor metastatic-initiating cells and lipid metabolism. Founded in 2019 by Salvador Aznar-Benitah and Valerie Vanhooren, it was a spin-off from ICREA and Advanced Studies, and the IRB Institute for Research in Biomedicine.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"Salvador Aznar Benitah, Valerie Vanhooren",1-10,2,Early Stage Venture,2020-06-16,30000000,EUR,33799503,Series A,30000000,EUR,33799503,Series A,31500000,EUR,35474171,31500000,EUR,35474171,"Bpifrance, Asabys Partners, Ysios Capital, Alta Life Sciences, Fund+",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"14,984",32,,,,0,0,,Chemical substances,,,,
Gamelearn,https://www.crunchbase.com/organization/gamelearn,"Corporate Training, Education, Gamification, Serious Games","Pozuelo, Madrid, Spain",Gamelearn is a game-based learning platform for corporate training,"14,512",European Union (EU),$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://game-learn.com/,http://twitter.com/Gamelearn,http://www.facebook.com/Gamelearn,http://www.linkedin.com/company/gamelearn,info@game-learn.com,+34913519089,,,"Gamelearn is the world-leading game-based learning platform for corporate training.  With nearly 15 years of experience, it has trained more than 300,000 professionals from more than 3,000 companies and organizations all over the 5 continents. Gamelearn is disrupting corporate training aiming to transform the way adults learn forever. Gamelearn has become the most awarded game-based learning company in the world. - B2B - SaaS  - Sales through salesforce (inside sales) and distributors. Company motto: ""Learning is fun again"".",,,,,,,,,,,,,,"Education, Gaming",3,"Eduardo Monfort, Ibrahim Jabary, Maider Apraiz",101-250,2,Early Stage Venture,2018-10-31,5000000,USD,5000000,Series A,5000000,USD,5000000,Series A,7375533,USD,7375533,7375533,USD,7375533,"All Iron Ventures, Inveready, Kibo Ventures, UL Invest, Oak3Capital",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"15,143",68,,,33,0,13,,Scientific and electric apparatus and instruments,27159,USD,27159,
FacePhi,https://www.crunchbase.com/organization/facephi,"Biometrics, Facial Recognition, Identity Management, Image Recognition, Mobile Apps","Alicante, Comunidad Valenciana, Spain",FacePhi is the spanish company in biometric solutions for identity verification.,"14,958",European Union (EU),$1M to $10M,Active,2012-01-01,year,2020-02-25,day,,,For Profit,http://www.facephi.com,http://twitter.com/Facephi,http://www.facebook.com/FacePhi,http://www.linkedin.com/company/facephi-biometr-a,facephi@facephi.com,+34 965 10 80 08,15,,"FacePhi is the leading Spanish company in biometric solutions for identity verification, specialized in facial recognition systems, digital onboarding and safe work environments. Based in Alicante and operating worldwide, the company has a presence in more than 25 countries, has performed more than 1 trillion authentications, 21 million access programs and has a strong presence in the banking sector. The drive of biometrics to improve customer experience and protect data from citizens and entities is the hallmark of the firm.",,,,,,,,,,,,,,"Apps, Biotechnology, Data and Analytics, Information Technology, Mobile, Privacy and Security, Science and Engineering, Software",2,"Javier Mira, Salvador Martí",51-100,4,IPO,2020-12-15,13000000,EUR,15800898,Debt Financing,4000000,EUR,4418107,Private Equity,4000000,EUR,4418107,18742600,EUR,22080476,"Deutsche Bank, Banco Santander, EASME - EU Executive Agency for SMEs, CaixaBank, Nice & Green SA",1,5,,,,,,,,,,,,,,Public,2020-02-25,,,,,,,,,ALPHI,https://www.crunchbase.com/ipo/facephi-ipo--1e35817b,EPA - Euronext Paris,,9,"15,606",27,,,,0,13,,Scientific and electric apparatus and instruments,27159,USD,27159,
PLD Space,https://www.crunchbase.com/organization/pld-space,"Aerospace, National Security","Elche, Comunidad Valenciana, Spain",PLD Space develops space technologies to provide suborbital and orbital commercial launch services to payloads and nanosatellites.,"15,104",European Union (EU),$1M to $10M,Active,2011-09-12,day,,,,,For Profit,http://pldspace.com/,https://www.twitter.com/pld_space,https://www.facebook.com/PLDSPACE/,https://www.linkedin.com/company/pld-space/,contact@pldspace.com,0034965063193,8,,PLD Space is a spanish innovative start-up company is to provide low cost and high reliability access to space. PLD Space offers suborbital and orbital launch services to its clients.,,,,,,,,,,,,,,"Government and Military, Science and Engineering",2,"Raúl Torres, Raúl Verdú",11-50,6,Early Stage Venture,2020-09-15,7000000,EUR,8289536,Series B,7000000,EUR,8289536,Series B,25126550,EUR,29069692,27081214,EUR,31406669,"ENISA, Caixa Capital Risc, Horizon 2020, JME Ventures, Centre for the Development of Industrial Technology (CDTI)",3,13,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"15,758",27,,,13,0,1,,Machines and machine tools,3845,USD,3845,
Bloobirds,https://www.crunchbase.com/organization/bloobirds,"B2B, Business Development, SaaS, Sales, Sales Automation, Software","Barcelona, Catalonia, Spain",Bloobirds offers an all-in-one outbound management sales platform.,"15,176",European Union (EU),$1M to $10M,Active,2019-05-01,day,,,,,For Profit,http://www.bloobirds.com,https://twitter.com/bloobirds_,https://www.facebook.com/pg/Bloobirds-101874847980388/,https://www.linkedin.com/company/bloobirds/,mgasso@bloobirds.com,+34 691 92 41 31,2,,"Bloobirds is helpful to anyone looking for an assisted, user-friendly, and powerful outbound process. Ideal for B2B SaaS companies looking to scale by adding an outbound team and those with an outbound team needing more quality opportunities and meaningful insights. Assist sales reps’ entire process from start to finish, including inbound qualification, target creation, cadence management, and pitch development. Activity tracker for LinkedIn, email, and phone calls included. Our platform also plays nice with your CRM and MAP to provide seamless integration.",,,,,,,,,,,,,,"Information Technology, Other, Professional Services, Sales and Marketing, Software",3,"Javier Darriba, Toni Cáliz, Toni Perez Navarro",11-50,2,,2020-05-25,3000000,EUR,3270503,Venture - Series Unknown,3000000,EUR,3270503,Venture - Series Unknown,3600503,USD,3600503,3600503,USD,3600503,"Encomenda VC, K Fund, PROfounders Capital, Jan Brickman",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"15,830",41,,,29,0,1,,Scientific and electric apparatus and instruments,,,,
Impress,https://www.crunchbase.com/organization/impress-ad2f,Health Care,"Barcelona, Catalonia, Spain",The leading DTC orthodontic company in Europe,"15,246",European Union (EU),,Active,2019-01-01,day,,,,,,https://smile2impress.com,,https://www.facebook.com/Smile2Impress,https://www.linkedin.com/company/smile2impress,vlupenko@smile2impress.com,,,,"Impress is the only truly orthodontic DTC player… globally  We have a defensible model with the personal touch of an in-house orthodontist, true clinical expertise, and engaging directly with consumers",,,,,,,,,,,,,,Health Care,1,Vladimir Lupenko,101-250,1,Seed,2020-10-09,5800000,USD,5800000,Seed,5800000,USD,5800000,Seed,5800000,USD,5800000,5800000,USD,5800000,"TA Ventures, Sabadell Venture Capital, Bynd Venture Capital, European Angels Fund (EAF)",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"15,900",32,,,,,,,,,,,
CounterCraft,https://www.crunchbase.com/organization/countercraft,"Cyber Security, Network Security, Security","San Sebastian, Pais Vasco, Spain","Pioneering Cyber Threat Deception Platform: Detect Attacks, Collect Intel, Active Defense.","15,319",European Union (EU),$1M to $10M,Active,2015-09-01,day,,,,,For Profit,https://www.countercraftsec.com/,https://twitter.com/countercraftsec,https://www.facebook.com/pg/CounterCraft-206123406537454/,https://www.linkedin.com/company/countercraft-sl/,craft@countercraftsec.com,,16,,"Advanced adversaries and targeted attacks threaten large organisations on a daily basis. CounterCraft is a pioneering provider of full-spectrum cyber deception, ground-breaking threat hunting and cyber counterintelligence to detect, investigate and control targeted attacks. The award-winning solution combines powerful campaign automation with controlled synthetic environments to allow attackers to penetrate organizations without doing real damage.  CounterCraft’s Threat Deception platform builds and deploys buffer zones that fool threat actors into engaging with false information and fake digital assets instead of real operational systems and data. The solution uses groundbreaking security engineering for Threat Detection, Threat Intelligence and Threat Response. Key stakeholders get more time to respond to advanced and rapidly evolving threats. The platform continuously generates highly relevant threat intelligence elicited from threat actors. Defenders benefit as CounterCraft integrates with incident response workflows and proactively reconfigures defensive systems in real time to mitigate risks from ongoing attacks. CounterCraft operates in Fortune500 companies globally, including major financial institutions, critical infrastructures, governments and Law Enforcement Agencies. Founded in 2015, the company is present in London, Madrid and Washington DC, with R&D in San Sebastian.",,,,,,,,,,,,,,"Information Technology, Privacy and Security",3,"Daniel Brett, David Barroso, Fernando Braquehais",11-50,6,Seed,2020-06-17,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,8571313,USD,8571313,9748216,USD,9748216,"Wayra, EASME - EU Executive Agency for SMEs, Adara Ventures, eCAPITAL ENTREPRENEURIAL PARTNERS, Evolution Equity Partners",2,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,6,"15,975",20,,,10,0,1,,Scientific and electric apparatus and instruments,,,,
MediQuo,https://www.crunchbase.com/organization/mediquo,"Apps, Health Care, Health Diagnostics, Hospital, Medical, mHealth, Software","Barcelona, Catalonia, Spain","Spain’s 24-hour, 7-day-a-week medical chat application.","15,896",European Union (EU),Less than $1M,Active,2018-01-01,year,,,,,For Profit,https://www.mediquo.com/,https://twitter.com/mediquoapp?lang=en,https://www.facebook.com/Mediquo/,https://www.linkedin.com/company/mediquo/,info@mediquo.com,902888259,2,,"MediQuo is a hospital in your pocket, connecting patients and professionals for any health interaction. Healthcare today has 75% of unnecessary medical visits that could be taken in the distance, and the vast majority of health professionals are using messaging platforms such as WhatsApp to communicate with patients or other health professionals.  MediQuo is a chat-based app specialised in health, GDPR and health data compliant, giving professionals time control, incorporating patient medical history and phone privacy. Allowing also video and audio communication. It is a place for discussion, appointments or medical consultation with your doctor or any new health professional. Also includes immediate 24/7 medical response and a network, for health information and professional discovery. We have done already 1M consultations and got 600k app downloads. Our Google Play Ratings are 4,6 (with 6k reviews). We are amongst the top health apps in Spain and Latam.",,,,,,,,,,,,,,"Apps, Health Care, Mobile, Software",3,"Albert Castells, Bruno Cuevas, Guillem Serra",11-50,3,Seed,2020-01-28,2000000,EUR,2204536,Seed,2000000,EUR,2204536,Seed,4000000,EUR,4545947,4000000,EUR,4545947,Target Global,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"16,572",48,,,,,,,,,,,
SANIFIT,https://www.crunchbase.com/organization/sanifit,"Biotechnology, Hospital, Medical","Palma De Mallorca, Islas Baleares, Spain",SANIFIT is a biotechnology company that develops treatments for patients with calcification disorders.,"16,012",European Union (EU),$1M to $10M,Active,2007-01-01,year,,,,,For Profit,http://www.sanifit.com,,,https://www.linkedin.com/company/2291670?trk=cws-btn-overview-0-0,info@sanifit.com,34 647 48 59 99,4,,SANIFIT is a biotechnology company focused on treatments for calcification disorders.,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Joan Perelló,11-50,5,Late Stage Venture,2019-06-26,55200000,EUR,62782564,Series D,55200000,EUR,62782564,Series D,95690000,EUR,108923766,112690000,EUR,128258976,"Forbion Capital Partners, Caixa Capital Risc, Gilde Healthcare, Lundbeckfonden Ventures, Andera Partners",2,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"16,690",32,,,,5,2,Medical Or Veterinary Science; Hygiene,"Pharmaceutical, veterinary and sanitary products",,,,
Blueliv,https://www.crunchbase.com/organization/blueliv,"Cyber Security, SaaS, Software","Barcelona, Catalonia, Spain","Blueliv provides cyber threat information and analysis intelligence for enterprises, service providers, and security vendors.","16,131",European Union (EU),$10M to $50M,Active,2009-06-01,month,,,,,For Profit,http://blueliv.com,http://twitter.com/blueliv,http://www.facebook.com/blueliv,http://www.linkedin.com/company/blueliv,info@blueliv.com,+34933096100,11,,"Blueliv is a leading cyber threat intelligence provider with a world-class in-house Labs team. We scour the web, the deep web and the dark internet to deliver fresh, automated and actionable threat intelligence to organizations to protect their networks from the outside in. Our scalable cloud-based platform turns global threat data into sophisticated and relevant intelligence, enabling organizations to save time and resource by improving their incident response performance and empowering their Security Operations team with real-time intelligence. Configure a solution bespoke to your needs with a choice of modules. Quantify and qualify malicious attack vectors with our plug and play MRTI feed; delivered in STIX/TAXII standard, integration is easy.  The Blueliv Threat Exchange Network is a strong, collaborative community of security researchers and malware analysts. We want you to be a part of it - join community.blueliv.com.  Start detecting external threats and join the fight against cybercrime today.  Blueliv is a Gartner Cool Vendor 2015 and Go-Ignite  winner 2016. ",,,,,,,,,,,,,,"Information Technology, Privacy and Security, Software",1,Daniel Solís,51-100,3,Early Stage Venture,2018-02-14,4000000,EUR,4987294,Series A,4000000,EUR,4987294,Series A,6500000,EUR,8386019,6500000,EUR,8386019,"Telefonica, Kibo Ventures, Telefónica Innovation Ventures, Desafía, Vento",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,3,"16,813",56,,,30,1,4,Electric Communication Technique,Scientific and electric apparatus and instruments,302744,USD,302744,
Holaluz,https://www.crunchbase.com/organization/holaluz-com,"E-Commerce Platforms, Energy, Retail","Barcelona, Catalonia, Spain","Holaluz supplies green power and gas to SMBs and households across Spain, as the first independent energy company in the country.","16,260",European Union (EU),$10M to $50M,Active,2010-01-01,year,2019-11-29,day,,,For Profit,https://www.holaluz.com/en/,http://twitter.com/holaluzcom,http://www.facebook.com/HolaLuzcom,http://www.linkedin.com/company/holaluz-com,hola@holaluz.com,900 670 707,4,,"Created in Barcelona with the desire to change the world, in Holaluz they have been working since 2010 to lead the transformation of the energy sector by putting the customer in the center of their decisions and building a long-term relationship with him based on trust.  Their challenge is to create a mainstream system that becomes a new standard for people's life based on the levers of rational use of energy, storage and self-production. They want to accompany their customers on the journey to a new sustainable model where they will manage and own their green energy, becoming prosumers instead of consumers. Within this strategy, Holaluz has become the first European electric company to receive the B Corp certification, a seal that encompasses more than 2,400 companies from 50 countries and whose objective is to give visibility to companies that, beyond generating economic profits, innovate to maximize their positive impact on employees, the communities where they serve and the environment.",,,,,,,,,,,,,,"Commerce and Shopping, Energy, Internet Services",3,"Carlota Pi, Ferran Nogué, Oriol Vila",101-250,4,IPO,2019-11-02,,,,Series B,,,,Series B,4300000,EUR,4759837,12300000,EUR,13183434,"ENISA, Axon Partners Group",1,2,,,,,,,,,,,,,,Public,2019-11-29,,,,,,,,,HLZ,https://www.crunchbase.com/ipo/holaluz-com-ipo--ad857971,BME - Madrid Stock Exchange,,1,"16,949",69,,,,0,2,,Scientific and electric apparatus and instruments,23636,USD,23636,
WOOM,https://www.crunchbase.com/organization/woom-fertility,"Apps, Artificial Intelligence, Health Care, Lifestyle, mHealth, Wellness","Madrid, Madrid, Spain",WOOM is Data science for Women's and Reproductive Health,"16,295",European Union (EU),Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://www.woomfertility.com/,https://www.twitter.com/woomfertility,https://www.facebook.com/woom-fertility-240405349628911,https://www.linkedin.com/company/woom-fertility,laurence@woomfertility.com,+34653393310,7,,"WOOM is AI for Reproductive Health. Our vision is women’s health, empowering users to make the right decisions about their reproductive health. 17 to 25% of couples experience a challenge with fertility. Both female founders faced it and why they left Google and eBay to launch WOOM. WOOM is an easy, unique and personal experience. Besides the personal recommendations, WOOM calculates daily chances of pregnancy, cycles calendar; and users receive support through an engaged community and a fertility services platform. Our first product is trying to conceive and we are moving into other women's health stage.",,,,,,,,,,,,,,"Apps, Artificial Intelligence, Community and Lifestyle, Data and Analytics, Health Care, Mobile, Science and Engineering, Software",2,"Clelia Morales, Laurence Fontinoy",11-50,10,,2020-08-21,13706,GBP,17940,Equity Crowdfunding,13706,GBP,17940,Equity Crowdfunding,4068544,USD,4068544,4400704,USD,4400704,"Crowdcube, ENISA, Begin Capital, SeedRocket, Lánzame Capital SL",5,22,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"16,986",39,2,"67,025",,,,,,,,,
Oryzon Genomics,https://www.crunchbase.com/organization/oryzon-genomics,"Biotechnology, Genetics, Medical, Therapeutics","Madrid, Madrid, Spain",Oryzon Genomics is a clinical‐stage biopharmaceutical company leveraging epigenetics to develop therapies in diseases.,"16,340",European Union (EU),$1M to $10M,Active,2000-01-01,year,2015-12-15,day,,,For Profit,http://www.oryzon.com,,,,info@oryzon.com,34 93 515 13 13,4,,"Oryzon Genomics, S.A. is a clinical-stage biopharmaceutical company & the European leader in the development of epigenetics-based therapeutics, with  strong focus on personalized medicine approaches to CNS disorders and oncology.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"Carlos Buesa, Tamara Maes",51-100,18,IPO,2020-07-07,20000000,EUR,22549693,Post-IPO Equity,20000000,EUR,22549693,Post-IPO Equity,113836609,USD,113836609,138870433,USD,138870433,"Alzheimer's Drug Discovery Foundation, Grupo Ferrer Internacional, Najeti Capital, Laboratorios Ordesa, Corsabe Capital",1,5,1,Made Acquisitions,,,,,,,,,,,,Public,2015-12-15,,,,,,,,,ORY,https://www.crunchbase.com/ipo/oryzon-genomics-ipo--cb15c978,BME - Madrid Stock Exchange,,,"17,032",28,,,11,83,3,Medical Or Veterinary Science; Hygiene,Scientific and technological services,203680,USD,203680,
2gether,https://www.crunchbase.com/organization/2gether,"Banking, Financial Services, FinTech","Madrid, Madrid, Spain",2gether is a collaborative financial platform that accelerate the world's transition to decentralized finance.,"16,386",European Union (EU),,Active,2016-01-01,year,,,,,For Profit,https://www.2gether.global/,https://twitter.com/2gether_global,https://www.facebook.com/2getherglobal/,https://www.linkedin.com/company/2gether-,support@2gether.global,,,,"2gether is a collaborative financial platform that accelerate the world's transition to decentralized finance. 2gether is developing the finance of the future—a future where consumers take full ownership and control of the services they use, move beyond interacting solely with euros and dollars to fully embrace cryptocurrencies and digital assets, and augment their financial know-how through the use of exponential technologies like artificial intelligence, big data and blockchain.",,,,,,,,,,,,,,"Financial Services, Lending and Investments",2,"Luis Estrada, Salvador Casquero Algarra",11-50,3,,2021-01-26,1500000,EUR,1824595,Equity Crowdfunding,1500000,EUR,1824595,Equity Crowdfunding,1500000,EUR,1824595,1500000,EUR,1824595,"Lanzadera Accelerator, Desafía",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"17,080",44,,,,0,1,,Insurance; financial affairs,64042,USD,64042,
Fon,https://www.crunchbase.com/organization/fon,"Information Technology, Internet, Wireless","Madrid, Madrid, Spain","Pioneers of residential WiFi sharing, we revolutionized carrier WiFi with our tech. Today, Fon is the world’s leading carrier WiFi provider.","16,509",European Union (EU),$50M to $100M,Active,2006-02-06,day,,,,,For Profit,http://www.fon.com,http://twitter.com/Fon,http://www.facebook.com/fon.wifi,http://www.linkedin.com/company/fon,socialmedia@fon.com,,272,,"Fon is the world's leading carrier WiFi provider. Pioneers of residential WiFi sharing, we revolutionised carrier WiFi with our technology, creating a globally connected WiFi network. Today, we continue to innovate through two leading business areas. Fon Solutions offers best-in-class WiFi products and services. Our cutting-edge management solutions enable service providers to configure, deliver and operate their own WiFi services. Fon Network aggregates residential and premium carrier WiFi footprints creating one coherent global WiFi network. We facilitate WiFi interconnection between carriers, provide access deals to interested parties, and enable seamless user roaming. Fon´s global clients include British Telecom, the Deutsche Telekom Group, SFR, Proximus, KPN, Cosmote, MWEB, SoftBank, Telstra, and Vodafone. To learn more, visit fon.com",,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Mobile",1,Martin Varsavsky,251-500,7,,2015-02-20,5680000,USD,5680000,Debt Financing,14000000,USD,14000000,Venture - Series Unknown,110377375,USD,110377375,116057375,USD,116057375,"Index Ventures, Sequoia Capital, BT, Atomico, Google",3,16,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,8,"17,206",87,35,"4,010",47,1,0,,,434280,USD,434280,
Neuroelectrics,https://www.crunchbase.com/organization/neuroelectrics,"Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics, Medical Device, Software","Barcelona, Catalonia, Spain","Neuroelectrics is a digital brain health company that diagnoses and treats brain disorders, and improves overall brain health.","16,683",European Union (EU),Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://www.neuroelectrics.com/,https://www.twitter.com/neuroelectrics,https://www.facebook.com/neuroelectrics-133852520099034,https://www.linkedin.com/company/2520688,info@neuroelectrics.com,+34 93 254 03 66,2,,"Neuroelectrics is a digital brain health company that innovates at the intersection of neuroscience, physics, machine learning, and hardware. The company has developed wireless EEG and tDCS/tACS/tRNS stimulation devices with up to 32 channels, amongst other products encompassing software and research services, with the purpose of monitoring and enhancing brain health. It was founded in 2012 and headquartered in Barcelona, Catalonia.",,,,,,,,,,,,,,"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",2,"Ana Maiques, Giulio Ruffini",11-50,1,,2020-11-19,17904819,USD,17904819,Venture - Series Unknown,17904819,USD,17904819,Venture - Series Unknown,17904819,USD,17904819,17904819,USD,17904819,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"17,383",44,,,,,,,,,,,
ABA English,https://www.crunchbase.com/organization/aba-english,"EdTech, Education, Internet","Barcelona, Catalonia, Spain",ABA English offers a unique teaching methodology and uses its own proprietary technology.,"16,796",European Union (EU),$1M to $10M,Active,2007-01-01,year,,,,,For Profit,http://www.abaenglish.com/en/,http://twitter.com/ABAEnglish,http://www.facebook.com/ABAEnglish/info,http://www.linkedin.com/company/aba-english,,+34934091390,14,,"The online academy ABA English offers a unique teaching methodology and uses its own proprietary technology. Headquartered in Barcelona, ABA English comprises a diverse team of people from different nationalities -- UK, USA, Italy, France, Spain, Russia, Argentina, Mexico, among others -- who contribute their expertise in various fields: English teaching, e-learning, computer technologies, e-commerce and management.",,,,,,,,,,,,,,"Education, Internet Services, Software",1,Javier Figarola Irigoyen,51-100,2,,2016-05-31,12000000,USD,12000000,Venture - Series Unknown,12000000,USD,12000000,Venture - Series Unknown,15400000,USD,15400000,15400000,USD,15400000,"Kennet Partners, Nauta Capital",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,3,"17,504",88,3,"20,304",37,0,6,,Education; entertainment,25606,USD,25606,
