Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Daphne Technology,https://www.crunchbase.com/organization/daphne-technology-sa,"Clean Energy, CleanTech, Marine Transportation, Nanotechnology, Power Grid, Shipping","Saint-sulpice, Vaud, Switzerland","Daphne Technology is a developer of a sustainable, technically advanced and cost efficient air emissions control system.","25,905",,Less than $1M,Active,2017-12-22,day,,,,,For Profit,http://www.daphnetechnology.com,https://twitter.com/DaphneTech,,https://www.linkedin.com/company/daphne-technology/,info@daphnetechnology.com,,2,,"Daphne Technology is developing a catalyst-free, nano-technology that helps the petrochemical, power and transportation industries reduce air emissions to the levels required by international and national regulations.  Daphne Technology’s patented solution can be miniaturized and is especially well-suited to meet the requirements of marine vessels.  This approach reduces capital costs when compared to other technologies and can also be used without switching fuel, resulting in a substantial reduction in operating costs.",,,,,,,,,,,,,,"Energy, Science and Engineering, Sustainability, Transportation",1,Juan Mario Michan,11-50,7,Early Stage Venture,2019-12-09,2500000,EUR,2765875,Grant,4900000,CHF,4962965,Series A,5100000,CHF,5166949,8062038,USD,8062038,"Venture Kick, European Union, Saudi Aramco Energy Ventures, Foundation for Technological Innovation (FIT), FIT",4,10,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"26,922",21,,,15,1,4,Physical Or Chemical Processes Or Apparatus In General,Machines and machine tools,,,,
Qnami,https://www.crunchbase.com/organization/qnami,"Biotechnology, Health Care, Information Technology","Basel, Basel-Stadt, Switzerland",Qnami develops new sensors based on quantum technologies.,"25,909",,Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://qnami.ch/,,https://www.facebook.com/qnami.ch/,,contact@qnami.ch,+41 61 207 3740,6,,Qnami develops new sensors based on quantum technologies.,,,,,,,,,,,,,,"Biotechnology, Health Care, Information Technology, Science and Engineering",2,"Mathieu Munsch, Patrick Maletinsky",1-10,6,Seed,2019-11-15,2600000,CHF,2626408,Seed,2600000,CHF,2626408,Seed,2700000,CHF,2727817,2870128,USD,2870128,"High-Tech Grunderfonds, Investiere, Venture Kick, Zürcher Kantonal Bank, Quantonation",3,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"26,926",28,,,,,,,,,,,
TrekkSoft,https://www.crunchbase.com/organization/trekksoft,"E-Commerce, Internet, SaaS, Software, Tourism, Travel","Interlaken, Bern, Switzerland",TrekkSoft offers a booking and payment solution for the tours and activities market.,"25,990",,$1M to $10M,Active,2010-04-01,day,,,,,For Profit,http://www.trekksoft.com,http://twitter.com/trekksoft,http://www.facebook.com/trekksoft,http://www.linkedin.com/company/trekksoft,info@trekksoft.com,+41 31 52 80 337,17,,"TrekkSoft is a software solution for tour and activity providers to effectively manage and market their business. It offers a booking system, payment solution, website and mobile platform, and a channel manager. Users can sell, manage and grow their tour and activity businesses in only a few simple steps. Sell more tours by connecting your front-end and back-end sales. Manage operations by automating administration and manual tasks. Grow your business by connecting with customers around the world.   TrekkSoft charges 3% or less commission rate on every activity booked online. The remaining profit gets paid out promptly to the business’ bank account with virtually no interruption to cash flow. Here are the details: Essential €50/month Online Transaction Fee  3% Offline Transaction Fee   $0.60 Accelerate €100/month Online Transaction Fee  2.5% Offline Transaction Fee   $0.55   Ultimate €200/month Online Transaction Fee  2% Offline Transaction Fee   $0.50   Enterprise - custom pricing Custom plan available on request TrekkSoft was founded 2010 with the goal to operate a multi-client Booking engine for tour operators and activity providers. Today TrekkSoft provides online booking and reservation solutions for activity providers, tour operators, travel agents, tourist offices and event organizers. The company has offices in Interlaken, Switzerland and New York, United States. Their team consists of adventure enthusiasts, user experience specialists, marketers and expert programmers.",,,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Software, Travel and Tourism",3,"Jon Fauver, Philippe Willi, Valentin Binnendijk",101-250,4,Seed,2015-05-01,600000,USD,600000,Seed,600000,USD,600000,Seed,3423398,USD,3423398,3423398,USD,3423398,"Redalpine, Innovationsstiftung der SZKB, Tobias Reichmuth, Adrian Locher, Christian Wenger",,9,4,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"27,013",64,16,718,35,,,,,1703625,USD,1703625,
qiibee,https://www.crunchbase.com/organization/qiibee,"Blockchain, Cryptocurrency, Loyalty Programs, Software","Zug, Zug, Switzerland",qiibee is a software company that offers a solution for businesses and consumers in its blockchain-based platform.,"26,073",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://qiibee.com,https://twitter.com/qiibee,https://www.facebook.com/qiibee,https://www.linkedin.com/company/qiibee-ag,welcome@qiibee.com,,4,,"qiibee is a software company that offers a solution for businesses and consumers in its blockchain-based platform. Through qiibee’s plug-and-play solutions, enterprises worldwide are running and operating their loyalty programs on the blockchain in just a few hours. The company is creating a decentralized, Ethereum infrastructure-based loyalty ecosystem by providing a loyalty platform and developer interface on which every loyalty application can be tokenized.    qiibee enables companies all around the world to run their loyalty applications on the blockchain. The cutting-edge, easy-to-use solutions set the new global standard for loyalty.",,,,,,,,,,,,,,"Financial Services, Other, Payments, Sales and Marketing, Software",2,"Gabriele Giancola, Gianluca Gilbert Giancola",1-10,2,,2018-04-24,,,,Undisclosed,,,,Undisclosed,5000000,USD,5000000,5000000,USD,5000000,R/GA Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,3,"27,099",60,6,31,16,0,2,,Vehicles,,,,
Saga Foundation,https://www.crunchbase.com/organization/saga-foundation,"Cryptocurrency, Virtual Currency","Zug, Zug, Switzerland",Saga is a unique digital currency designed to address real concerns of public policy.,"26,092",,,Active,2017-01-01,year,,,,,For Profit,https://saga.org/,https://twitter.com/sagafoundation,https://www.facebook.com/sagafoundation/,https://www.linkedin.com/company/sagafoundation/,info@saga.org,,2,,"Saga is a unique digital currency designed to address real concerns of public policy. Guided by clear, transparent monetary policy; enjoying the advice and oversight of global professional leaders; and harnessing the advantages of Blockchain contracts . Designed for tamed volatility, Saga operates an algorithmically-governed backing reserve.  This ties Saga's evolution to the realities of our global economy. Unlike existing digital currencies, as the first non-anonymous digital currency, Saga seeks to complement existing national currencies, by working closely with established economic institutions.",,,,,,,,,,,,,,"Financial Services, Payments, Software",2,"Ido Sadeh Man, Moshe Hogeg",11-50,1,Seed,2018-03-23,30000000,USD,30000000,Seed,30000000,USD,30000000,Seed,30000000,USD,30000000,30000000,USD,30000000,"Lightspeed Venture Partners, SPiCE VC, MizMaa Ventures, lool Ventures, Mangrove Capital Partners",,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"27,124",32,,,27,,,,,,,,
LuckaBox,https://www.crunchbase.com/organization/luckabox-logistics-ag,"Delivery, E-Commerce, Information Technology, Logistics, Retail Technology, Supply Chain Management","Winterthur, Zurich, Switzerland",LuckaBox provides a customer-centric logistics platform that enables retailers with a strong competitive edge via flexible delivery options.,"26,129",,$1M to $10M,Active,2017-09-01,month,,,,,For Profit,https://luckabox.ch/en/,http://www.twitter.com/luckabox,http://www.facebook.com/luckabox,https://www.linkedin.com/company/luckabox/,info@luckabox.ch,+41 52 224 7979,11,,"LuckaBox provides a customer-centric logistics platform that provides retailers with a strong competitive edge via flexible delivery options. LuckaBox covers all big cities in Switzerland with its extensive network of professional courier partners. LuckaBox was founded on 2017 and is headquartered in Winterthur, Switzerland.",,,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Hardware, Information Technology, Software, Transportation",2,"Aike Festini, Maite Mihm",1-10,6,Seed,2020-09-23,,,,Seed,,,,Seed,500000,CHF,499688,600000,CHF,607163,"Venture Kick, GoBeyond, seed + speed Ventures, SICTIC, Alpana Ventures",3,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,4,"27,156",57,,,,,,,,64008,USD,64008,
Parashift AG,https://www.crunchbase.com/organization/parashift-ag,"Artificial Intelligence, Document Management, Machine Learning","Sissach, Basel-Landschaft, Switzerland",AI-based document processing technology,"26,277",,$1M to $10M,Active,2018-01-01,day,,,,,For Profit,https://www.parashift.io,https://twitter.com/parashift_ai,https://www.facebook.com/parashifting,https://www.linkedin.com/company/parashiftag/,sales@parashift.io,+41 61 508 77 77,9,,"Parashift offers machine learning-based document classification and data extraction with unprecedented high accuracy, processed within seconds, at a very affordable price. The functionalities are incorporated into an API product which can easily be integrated into existing software landscapes and workflows without the need for any setup and only little configuration. Enabled by the cloud and the learning network of the underlying core technologies, new customers, ranging from software vendors to large enterprises, benefit from aggregated document intelligence from day one on and can either process a variety documents without any configuration or training projects or easily configure new document types with templates and pre-trained extraction fields, allowing for extremely cost-efficient automation of all document types of your enterprise.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",2,"Alain Veuve, Jan-Hendrik Heuing",11-50,3,Seed,2020-02-01,1500000,CHF,1556870,Seed,1500000,CHF,1556870,Seed,4500000,CHF,4572825,4500000,CHF,4572825,"Jaquet Partners, Fiba-Group, Baumann & Cie, Banquiers",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"27,315",86,,,,,,,,,,,
Seedstars World,https://www.crunchbase.com/organization/seedstars-world-sa,"Business Development, Emerging Markets, Events","Carouge, Geneve, Switzerland",Seedstars World SA is an exclusive worldwide competition to discover the best startups in emerging markets.,"26,314",,Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://www.seedstarsworld.com,https://twitter.com/seedstarsworld,https://www.facebook.com/seedstarsworld,https://www.linkedin.com/company/seedstars-world,info@seedstarsworld.com,,24,,"Seedstars World is an exclusive worldwide competition to discover the best startups in emerging and fast growing economies. The competition takes place annually, from April  until December, in more than 50 cities around the world.  Startups in the field of technology, web or mobile can apply and they must have been founded for no more than 2 years, with a maximum amount of 0.5 million USD to date and a Minimum Viable Product (MVP).  After a tough selection process and local pitching events in their respective cities, only one startup per country will participate in the final event held in February 2016 in Geneva, Switzerland.  The winners will receive different prizes such as coaching and mentoring from partners and well-known entrepreneurs, equity investments, entry into acceleration programs, advertising and hosting services.",,,1,1,,,,,,,,,,"Events, Media and Entertainment, Other, Professional Services",2,"Alisee Tonnac, Pierre-Alain Masson",11-50,1,,2016-03-04,500000,USD,500000,Venture - Series Unknown,500000,USD,500000,Venture - Series Unknown,500000,USD,500000,500000,USD,500000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,23,"27,349",31,,,22,,,,,,,,
Miniclip,https://www.crunchbase.com/organization/miniclip,"Commercial Real Estate, Gaming, Online Games, PC Games, Real Estate","Neuchâtel, Neuchatel, Switzerland","Miniclip is a world-leading digital games company that creates, develops and publishes on Mobile, Web and Social platforms.","26,318",,$10M to $50M,Active,2001-01-01,year,2015-02-18,day,,,For Profit,https://www.miniclip.com/,http://twitter.com/miniclip,https://www.facebook.com/Miniclip/,http://www.linkedin.com/company/miniclip,press@miniclip.com,(646)-827-4316,15,,"Miniclip is a digital games company that develops, publishes and promotes games on Mobile, Web and Social platforms.   Miniclip.com started the casual games revolution when it was launched in 2001 by Robert Small and Tihan Presbie.  Miniclip is a world-leading developer of mobile games.  It's 8 Ball Pool Multiplayer game is the most popular pool game in the world.  Miniclip is well known for having a large and varied collection of games including action games, sports games, puzzle games, games for girls, mobile games, iPhone games, Android games, Windows Phone games, games for kids, Flash games, and more.",,,3,4,1,,,,,,,,,"Gaming, Real Estate",3,"Dave Fisch, Rob Small, Tihan Presbie",51-100,,M&A,,,,,,,,,,,,,,,,,,,5,"Made Acquisitions, Was Acquired",Miniclip acquired by Tencent Holdings,https://www.crunchbase.com/acquisition/tencent-acquires-miniclip--ad5c2948,Tencent Holdings,https://www.crunchbase.com/organization/tencent,2015-02-18,day,,,,,,Private,,,,,,,,,,,,,2020-01-28,,"27,353",119,123,"32,382,828",60,1,35,,Scientific and electric apparatus and instruments,63670,USD,63670,
SoHHytec,https://www.crunchbase.com/organization/sohhytec,"Clean Energy, Renewable Energy, Solar","Ecublens, Vaud, Switzerland","SoHHytec provides renewable system for onsite production of solar fuel and power which is cleaner, greener, and cost-effective.","26,405",,,Active,2020-01-23,day,,,,,For Profit,https://www.sohhytec.com,,,https://www.linkedin.com/company/sohhytec,info@sohhytec.com,+41216933890,,,"SoHHytec is your caterer for all your solar fuel and energy needs. SoHHytec provides a renewable system for onsite production of solar Fuel (Hydrogen, Oxygen) and Power (Electricity, Heat) which is cleaner, greener, and cost-effective. We use our innovative patented technology based on an integrated photo-electrochemical device. SoHHytec’s product called ‘Arb’ is inspired by trees. And it utilizes only the sun and water as the input resources and produces Fuel i.e. Hydrogen, Oxygen, and Power i.e. Electricity and Heat all at the same time and on the same site, requiring minimal ground/roof space. Our integrated device shows high solar-to-fuel & solar-to-electricity efficiency, works at unprecedented power and current density and provides cost-effective fuel & power production, all with a realistic potential for long-term stability. SoHHytec alleviates the current dependency on fossil fuels by bringing a cleaner, greener, sustainable, and cost-effective system for fuel and power production. Hydrogen is deemed to be the fuel of the future, though today 96% of world hydrogen production comes from offsite steam reforming of conventional fossil fuels and is then transported to its final places of utilization. This is neither clean nor renewable and is costly, polluting, and time-taking. SoHHytec provides a fully clean and green system for hydrogen production additionally co-generating electricity and heat. We alleviate and eliminate the grid instability problems which occur with intermittent renewable energy sources like solar energy as this source's energy is stored in an energy-dense fuel via our product. SoHHytec's vision is to be the game-changer for realizing a sustainable hydrogen economy. Our aim is to make the fuel of the future i.e. hydrogen, a reality of today.",,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",1,Saurabh Tembhurne,1-10,3,,2021-03-01,150000,CHF,163961,Grant,,,,,,,,260000,CHF,283288,"Venture Kick, Foundation for Technological Innovation (FIT)",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"27,444",25,,,,,,,,,,,
DECENT,https://www.crunchbase.com/organization/decent,"Blockchain, Cryptocurrency, Information Technology, Open Source","Genève, Geneve, Switzerland",DECENT is focused on using the power of blockchain to take on some of the biggest issues of our digital age. ,"26,453",,$1M to $10M,Active,2015-03-01,day,,,,,For Profit,https://decent.ch,https://twitter.com/DECENTplatform,https://www.facebook.com/DECENTplatform/,https://www.linkedin.com/company/decent-ngo-,info@decent.ch,,149,,"Founded in 2015, DECENT is a non-profit foundation that has developed the open source blockchain DCore. Stemming from digital content distribution DECENT has long worked closely with top investment funds and incubators to build a DECENT ecosystem with its proprietary blockchain technology, enabling developers and businesses to create a more efficient and distributed future. Launched in 2017, the DCore blockchain is a stable, customizable and cost-effective open source blockchain platform. As the world's first blockchain dedicated to digital content distribution, media and entertainment, DCore provides user-friendly software development tools for dApp developers and enterprise applications in distributed networks. For more information, please click on our official website: https://decent.ch/",,,,,,,,,,,,,,"Financial Services, Information Technology, Other, Payments, Software",3,"Matej Boda, Matej Michalko, Wayman Kwan",101-250,1,Seed,2018-05-01,6000000,USD,6000000,Seed,6000000,USD,6000000,Seed,6000000,USD,6000000,6000000,USD,6000000,Maverick Ventures,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,11,"27,497",49,,,29,,,,,,,,
Sailogy,https://www.crunchbase.com/organization/sailogy,"Leisure, Tourism, Travel","Chiasso, Ticino, Switzerland",Sailogy was born with the aim of making sailing holidays accessible to everyone.,"26,465",,$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://www.sailogy.com,http://twitter.com/sailogy_com,https://www.facebook.com/sailogy,http://www.linkedin.com/company/sailogy,info@sailogy.com,+41 (0) 916820539,6,,"Sailogy was born in 2013 with the aim of making sailing holidays accessible to everyone and providing them with the opportunity to rent a boat with comfort and safety. Customers all over the world can choose from a wide selection of sailing yachts, motor yachts, catamarans and gulets all rentable with or without experienced skippers and hostesses. Sailogy has become the market leader in three different countries – Italy, Germany and Switzerland – it’s the leading European charter agency with the widest range of boats with real-time availability, ready to be booked in just a few clicks. The company offers more than 22,000 boats in 800 destinations, from the Mediterranean to the Caribbean, and has over 100 thousand clients from 84 countries.",,,,,,,,,,,,,,"Community and Lifestyle, Travel and Tourism",1,Manlio Accardo,51-100,7,Early Stage Venture,2018-10-01,2000000,USD,2000000,Convertible Note,4500000,USD,4500000,Series A,8900000,USD,8900000,13900000,USD,13900000,"Credit Suisse, H-FARM, Rancilio Cube, R-301 Capital, TiVenture",1,7,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"27,505",3,,,23,0,3,,"Transport, packaging and storing",64281,USD,64281,
Envion,https://www.crunchbase.com/organization/envion,"Blockchain, Information Technology, Mining","Zug, Zug, Switzerland","Envion provides a disrupting solution to Mobile Blockchain Mining, making the most of renewable energies.","26,669",,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://envion.org,https://twitter.com/Envion_org,https://facebook.com/envion.org,https://www.linkedin.com/company/18283079,support@envion.org,,8,,"Envion provides a disrupting solution to Mobile Blockchain Mining, making the most of renewable energies. Pre-ICO round starting December 1st!",,,,,,,,,,,,,,"Information Technology, Natural Resources, Other",1,Michael Luckow,11-50,2,,2017-12-16,100000000,USD,100000000,Initial Coin Offering,100000000,USD,100000000,Initial Coin Offering,101189299,USD,101189299,101189299,USD,101189299,"Catagonia Capital, Quadrat Capital",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"27,720",21,,,11,,,,,,,,
Virtual Network SA,https://www.crunchbase.com/organization/virtual-network-sa,"Cryptocurrency, FinTech, Food and Beverage, Internet","Nyon, Vaud, Switzerland","Swiss internet group developing and financing digital projects since 1997. We invest 360°, from startups to crypto to public markets.","26,681",,,Active,1997-01-01,year,,,,,For Profit,https://www.virtual-network.com/,https://twitter.com/vn_group,,https://www.linkedin.com/company/virtual-network-sa/?originalSubdomain=in,info@virtual-network.com,,,,,"Incubator, Venture Capital","Convertible Note, Early Stage Venture, Secondary Market, Seed",17,18,1,5,5,,,,,,,"Financial Services, Food and Beverage, Internet Services, Payments, Software",1,Stephane Pictet,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"27,733",13,,,,,,,,439300,USD,439300,
Collabree,https://www.crunchbase.com/organization/collabree,"Health Care, Information Technology, Personal Health, Software","Zürich, Zurich, Switzerland","Mobile healthcare, Therapy adherence, Chronic conditions, Behavioral health, Behavioral economics","26,725",,,Active,2020-06-12,day,,,,,For Profit,https://www.collabree.com/,,,https://www.linkedin.com/company/collabree/,hello@collabree.com,,,,"“Increasing the effectiveness of adherence interventions may have a far greater impact on the health of the population than any improvement in specific medical treatments.” (WHO, 2003) We are a digital adherence start-up focusing on improving therapy compliance of chronically ill patients by applying behavioural economics principles. We combine human engagement with scalable algorithms and use the most relevant gamification factors: fun, friends and feedback. Patients can earn points by following their therapy plan, answering health quizzes, updating their vitals or engaging with the community. Financial, social, and motivational incentives help kickstart behaviour change and form long-lasting habits.",,,,,,,,,,,,,,"Health Care, Information Technology, Software",3,"Anjali Raja Beharelle, Michael Malcharek, Pascal Kurz",1-10,2,Seed,2021-01-31,280000,CHF,314051,Seed,280000,CHF,314051,Seed,680000,CHF,734080,680000,CHF,734080,Evoleen AG,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"27,778",23,,,,,,,,,,,
Debiopharm Group,https://www.crunchbase.com/organization/debiopharm,"Biotechnology, Medical, Medical Device, Pharmaceutical","Lausanne, Vaud, Switzerland",Debiopharm Group is a biopharmaceutical development specialist that in-licenses promising biologics and small molecule drug.,"26,751",,$1M to $10M,Active,1979-01-01,year,,,,,For Profit,http://www.debiopharm.com/,http://twitter.com/DebiopharmHR,http://www.facebook.com/pages/Debiopharm-Group,http://www.linkedin.com/company/32979,,+41213210111,39,,Debiopharm Group is a biopharmaceutical development specialist that in-licenses promising biologics and small molecule drug candidates. They develop their products for global registration and maximum commercial potential for out-licensing to pharmaceutical partners for sales and marketing.,,,13,20,12,4,4,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,251-500,1,,2019-05-14,2100000,USD,2100000,Grant,,,,,,,,2100000,USD,2100000,CARB-X,1,1,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"27,805",32,,,38,38,2,Medical Or Veterinary Science; Hygiene,"Pharmaceutical, veterinary and sanitary products",13734,USD,13734,
Therachon,https://www.crunchbase.com/organization/therachon,"Biotechnology, Medical, Therapeutics","Basel, Basel-Stadt, Switzerland","Therachon is a global biotechnology company focused on developing medicines for rare, genetic diseases","26,816",,$10M to $50M,Closed,2014-01-01,year,2019-05-08,day,2019-05-01,month,For Profit,http://www.therachon.com/,https://www.twitter.com/therachon,,https://www.linkedin.com/company/11040636/,nathalie.lenzin@therachon.com,+41798989209,4,,"Therachon is a global biotechnology company focused on developing medicines for rare, genetic diseases that currently have no available treatments. The company’s lead pipeline candidate, TA-46, is a novel protein therapy in development for achondroplasia, the most common form of short-limbed dwarfism. Therachon is headquartered in Basel, Switzerland, with research labs in Nice, France.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2,"Elvire Gouze, Luca Santarelli",11-50,3,M&A,2018-08-09,60000000,USD,60000000,Series B,60000000,USD,60000000,Series B,100000000,USD,100000000,100000000,USD,100000000,"OrbiMed, Bpifrance, New Enterprise Associates, Versant Ventures, Novo Holdings",2,9,1,"Made Acquisitions, Was Acquired",Therachon acquired by Pfizer,https://www.crunchbase.com/acquisition/pfizer-acquires-therachon--bcb75848,Pfizer,https://www.crunchbase.com/organization/pfizer,2019-05-08,day,340000000,USD,340000000,Acquisition,,Private,,,,,,,,,,,,,,,"27,871",6,,,9,0,0,,Chemical substances,53692,USD,53692,
L.E.S.S.,https://www.crunchbase.com/organization/l-e-s-s-,"Automotive, Computer Vision, Consumer Electronics, GreenTech, Lighting, Manufacturing","Renens, Vaud, Switzerland","L.E.S.S. designs and manufactures thinner, brighter, more uniform technical lighting systems.","26,849",,Less than $1M,Active,2011-01-01,year,,,,,For Profit,http://less-sa.com,https://www.twitter.com/lessoptics,https://www.facebook.com/pages/L.E.S.S%20SA/108653257723758/,https://www.linkedin.com/company/l-e-s-s-,info@less-sa.com,+41215520715,7,,"L.E.S.S. designs and manufactures thinner, brighter, more uniform technical lighting systems.  Thanks to our innovative approach, our aim is to deliver our customer with lighting systems that provide both intense and uniform light within a small form factor.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Software, Sustainability, Transportation",2,"Simon Rivier, Yann Tissot",11-50,7,Early Stage Venture,2019-07-03,14000000,CHF,14202513,Series B,14000000,CHF,14202513,Series B,17100000,CHF,17447069,17730000,CHF,18099028,"Venture Kick, VI Partners, Foundation for Technological Innovation (FIT)",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"27,905",33,,,51,8,0,Lighting,,,,,
Genkyotex,https://www.crunchbase.com/organization/genkyotex,"Biotechnology, Health Care, Pharmaceutical","Geneva, Geneve, Switzerland",Genkyotex develops innovative drugs to block the NOX enzymes that produce oxygen radicals.,"26,965",,Less than $1M,Active,2006-01-01,year,2014-04-11,day,,,For Profit,http://www.genkyotex.com,https://twitter.com/genkyotex_off,,http://www.linkedin.com/company/genkyotex-s.a,info@genkyotex.com,141228801013,21,,"Genkyotex is dedicated to the development of innovative drugs which block enzymes that produce oxygen radicals.  Such novel drugs will allow the treatment of oxygen-radical mediated acute and chronic diseases, with improved specificity, safety, and efficacy over existing antioxidants therapy, giving them a significant competitive advantage. Genkyotex targets its technology initially to the therapeutic areas of cardiovascular, metabolic and neurodegenerative diseases.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Philippe Wiesel,11-50,8,M&A,2020-02-06,4900000,EUR,5380789,Post-IPO Equity,4900000,EUR,5380789,Post-IPO Equity,87147553,USD,87147553,87147553,USD,87147553,"VI Partners, MP Healthcare Venture Management, Andera Partners, Edmond de Rothschild Private Equity, Vesalius Biocapital Partners",3,10,1,"Made Acquisitions, Was Acquired",Genkyotex acquired by Calliditas Therapeutics,https://www.crunchbase.com/acquisition/pharmalink-acquires-genkyotex--0909e5e9,Calliditas Therapeutics,https://www.crunchbase.com/organization/pharmalink,2020-08-13,day,20300000,USD,20300000,Acquisition,Cash,Public,2014-04-11,,,,,,,,,GKTX,https://www.crunchbase.com/ipo/genkyotex-ipo--36e2d508,EPA - Euronext Paris,,,"28,023",6,,,8,12,0,Organic Chemistry,,,,,
The Abyss,https://www.crunchbase.com/organization/the-abyss,"Blockchain, Cryptocurrency, Gamification, Gaming, MMO Games, Online Games, PC Games, Software, Video Games","Zug, Zug, Switzerland",The Abyss is a next-generation digital distribution platform.,"27,052",,$1M to $10M,Active,2018-04-18,day,,,,,For Profit,https://www.theabyss.com/,https://twitter.com/theabyss,https://www.facebook.com/theabyss/,https://www.linkedin.com/company/theabyss/,neovar@theabyss.com,+79067787462,2,,"The Abyss is a next-generation digital distribution platform, delivering all types of video games (Free2play MMOs and cryptogames being a key priority), including AAA-titles, to the fast-growing global game community. Unlike other platforms (Steam, Origin, GOG, etc.), The Abyss offers a groundbreaking motivational and multilevel referral system, allowing gamers to earn from in-game and social activities, and other gamers’ payments as well. By joining The Abyss, developers will reduce their marketing expenses and receive an extra income from referral payments made in other games on the platform. ",,,,,,,,,,,,,,"Financial Services, Gaming, Other, Payments, Software",1,Konstantin Boyko-Romanovsky,51-100,1,,2018-04-18,15000000,USD,15000000,Initial Coin Offering,15000000,USD,15000000,Initial Coin Offering,15000000,USD,15000000,15000000,USD,15000000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"28,114",44,,,,,,,,,,,
