Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Gitpod,https://www.crunchbase.com/organization/gitpod,"Developer Platform, Developer Tools, Enterprise Software, Open Source, SaaS, Software","Kiel, Schleswig-Holstein, Germany",Gitpod is an open source developer platform automating the provisioning of ready-to-code development environments,"10,749",European Union (EU),,Active,2019-04-01,month,,,,,,https://www.gitpod.io,https://twitter.com/gitpod,,https://www.linkedin.com/company/gitpod,contact@gitpod.io,,8,,"Gitpod streamlines development workflows by helping teams become productive faster.  Designed for applications running in the cloud, Gitpod frees engineering teams from the friction of manually setting-up local dev environments, saving dozens of hours and enabling a new level of collaboration to create applications much more quickly than ever before. Natively integrated with GitLab, GitHub, and Bitbucket, Gitpod automatically and continuously prebuilds dev environments for all your branches. As a result team members can instantly start coding with fresh dev environments for each new task - no matter if you are building a new feature, want to fix a bug, or work on a code review.",,,,,,,,,,,,,,Software,3,"Dr. Jan Koehnlein, Moritz Eysholdt, Sven Efftinge",11-50,1,Seed,2020-10-08,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"Speedinvest, Crane Venture Partners, Hanno Renner, Vertex US, Ameet Patel",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,247",37,,,7,,,,,,,,
Dance,https://www.crunchbase.com/organization/dance,"Consumer, Electric Vehicle, Internet, Subscription Service","Berlin, Berlin, Germany",Dance is an e-bike subscription service where users pay a monthly fee that covers their bikes and provides an all-inclusive support package.,"10,769",European Union (EU),,Active,2020-01-01,year,,,,,For Profit,https://www.dance.co/,https://twitter.com/ridewithdance,https://www.facebook.com/ridewithdance/,https://www.linkedin.com/company/dance,info@dance.co,,1,,"Dance is an e-bike subscription service where users pay a monthly fee that covers their bikes and provides an all-inclusive support package. The subscription includes a bike concierge, maintenance, and theft replacement insurance, via the company’s own hardware and software which allows for fast repairs through its warehouse and logistics setup. Through its subscription service, they want to make the e-bike the primary way people move about cities.  The company's electric bike transforms their daily commute from frustration to joy. Save time with no traffic jams, no waiting for departures, no searching for parking, and all without even breaking a sweat. Its frictionless subscription model includes a fully assembled, state of the art e-bike delivered to their door within 24 hours. Dance is based in Berlin, Germany.",,,,,,,,,,,,,,"Internet Services, Other, Transportation",3,"Alexander Ljung, Christian Springub, Eric Quidenus-Wahlforss",11-50,2,Early Stage Venture,2020-10-22,15000000,EUR,17722033,Series A,15000000,EUR,17722033,Series A,19000000,EUR,22336058,19000000,EUR,22336058,"HV Capital, La Famiglia",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,268",3,,,,0,1,,Scientific and electric apparatus and instruments,,,,
Datarade,https://www.crunchbase.com/organization/datarade,"Analytics, B2B, Big Data, Information Technology, Marketplace, SaaS, Software","Berlin, Berlin, Germany",The world's easiest way to buy & sell data.,"10,776",European Union (EU),Less than $1M,Active,2018-08-01,day,,,,,For Profit,https://datarade.ai,https://twitter.com/DataradeHQ,https://www.facebook.com/datarade/,https://www.linkedin.com/company/datarade,hello@datarade.net,,2,,"Datarade helps thousands of data-driven companies to find, compare, and choose the right commercial data products with confidence. Get the best data offer from 2,000+ data providers worldwide, curated across 210+ data categories.",,,,,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Information Technology, Other, Software",3,"Florian Rösler, Richard Hoffmann, Thani Shamsi",1-10,3,Seed,2019-11-27,1000000,EUR,1100515,Seed,1000000,EUR,1100515,Seed,1277203,USD,1277203,1277203,USD,1277203,"Techstars, High-Tech Grunderfonds, Hasso Plattner Institute",3,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,275",27,,,,0,0,,Scientific and technological services,,,,
JenaValve Technology,https://www.crunchbase.com/organization/jenavalve-technology,"Health Care, Medical, Medical Device","Munich, Bayern, Germany",JenaValve Technology develops transcatheter aortic valve implantation (TAVI) systems for transapical and transfemoral implantation.,"10,831",European Union (EU),$10M to $50M,Active,2006-01-01,year,,,,,For Profit,https://jenavalve.com/,https://twitter.com/JenaValve,,https://www.linkedin.com/company/jenavalve/,info@jenavalve.de,(895) 527-9080,22,,"JenaValve's device idea was conceived by Hans-Reiner Figulla, MD, and Markus Ferrari, MD, both cardiologists at the Friedrich Schiller University Clinic, Jena, Germany. In 2006 the company was founded to develop second generation transcatheter aortic valve implantation (TAVI) systems for transapical and transfemoral implantation. At a very early state, it became clear to their research and development as well as clinical teams that safety, precision and durability are key for successful treatment, and ultimately, patient well-being.",,,,,,,,,,,,,,Health Care,2,"Hans-Reiner Figulla, Ronald Reich",101-250,8,Late Stage Venture,2020-02-05,50000000,USD,50000000,Series D,50000000,USD,50000000,Series D,186172261,USD,186172261,191067861,USD,191067861,"Atlas Venture, Legend Capital, VI Partners, Omega Funds, Bain Capital Life Sciences",4,14,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2020-09-28,,"11,331",9,,,11,82,19,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments,,,,
Spree Interactive,https://www.crunchbase.com/organization/holodeck,"Location Based Services, Virtual Reality, Virtual World","Nuremberg, Bayern, Germany",Spree Interactive is a VR development company that offers location-based multi-user VR experiences and technology to its customers.,"10,873",European Union (EU),Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://jointhespree.com/,https://twitter.com/spreeinteractive,https://www.facebook.com/HolodeckVR.co/,https://www.linkedin.com/company/spreeinteractive,Info@jointhespree.com,+4916098275225,10,,"Spree Interactive is a pioneer in the field of virtual reality developing technologies and products for location based virtual reality systems for children from 6 years on. Spree Interactive is using a tracking technology, which enables the user to experience a fully immersive virtual world. Not only is it possible to walk freely within the virtual world but also to interact with it in a fun, exciting and mind-blowing way. Spree Interactive reveals the possibility to present the users a completely unique form of entertainment. Up to 20 people at the same time can enjoy the VR experience. Spree Interactive is teaming up with best-in-class partners for bringing its tech to market.",,,,,,,,,,,,,,"Community and Lifestyle, Data and Analytics, Hardware, Internet Services, Media and Entertainment, Navigation and Mapping, Software",5,"Barbara Lippe, Christian Daxer, Florian Carls, Jonathan Delgado Nowak, Stephan Otto",11-50,2,Seed,2021-02-02,,,,Seed,,,,Seed,3000000,EUR,3350263,3000000,EUR,3350263,"ProSiebenSat.1 Media SE, Stephan Berendsen",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,6,"11,374",7,,,,0,2,,Scientific and electric apparatus and instruments,,,,
Vantik,https://www.crunchbase.com/organization/brix-2,"Finance, Financial Exchanges, Financial Services, FinTech, Insurance, Life Insurance","Berlin, Berlin, Germany",Vantik is the first mobile retirement account to boost your confidence in your financial future.,"10,896",European Union (EU),$1M to $10M,Active,2017-04-01,month,,,,,For Profit,https://www.vantik.com,https://twitter.com/VantikFinance,https://www.facebook.com/vantikfinance/,https://www.linkedin.com/company/vantikfinance/,hello@vantik.com,030-54909137,2,,"Vantik is a 2017 launched, Berlin-based PensionTech startup. Their vision is a simple and secure private pension that is as flexible as life itself, their mission is to inspire millennials saving for their future. They are currently in their Seed phase, looking for highly motivated and inspiring team members who want to become part of a cool, motivated, and diversified team in the heart of Berlin.",,,,,,,,,,,,,,"Financial Services, Lending and Investments",2,"Lara Hammerle, Til Klein",1-10,2,Seed,2019-02-12,1400000,EUR,1586736,Seed,1400000,EUR,1586736,Seed,2250000,EUR,2626915,2250000,EUR,2626915,"Seedcamp, Atlantic Labs, SGH CAPITAL, STS Ventures, Maximilian Tayenthal",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,397",6,,,15,0,4,,Insurance; financial affairs,139904,USD,139904,
Joblift,https://www.crunchbase.com/organization/joblift,"Artificial Intelligence, Online Portals, Recruiting","Berlin, Berlin, Germany",Joblift is a job search platform providing candidates with the most intuitive and frictionless experience during the recruiting process.,"10,920",European Union (EU),$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://joblift.de/,https://twitter.com/jobliftde,https://www.facebook.com/JobliftUK/?brand_redir=517688031744846,https://www.linkedin.com/company/10456725/,info@joblift.co.uk,+49040211076202,12,,Joblift is a meta-search platform providing job seekers with the most intuitive and frictionless experience during the recruiting process. They apply latest machine learning techniques and big-data based algorithms in order to offer their users matching job vacancies that truly matter to them.,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Internet Services, Professional Services, Science and Engineering, Software",1,Lukas Erlebach,101-250,5,Early Stage Venture,2019-08-19,15000000,EUR,16622248,Series B,15000000,EUR,16622248,Series B,25000000,EUR,28459145,25000000,EUR,28459145,"Cherry Ventures, Picus Capital, btov Partners, DN Capital, Redline Capital",2,10,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2,"11,421",29,,,19,0,3,,Advertising; business,,,,
Homelike,https://www.crunchbase.com/organization/homelike,"Furniture, Real Estate, Rental, Rental Property, Travel, Travel Accommodations","Köln, Nordrhein-Westfalen, Germany",Homelike is an online platform for temporary furnished apartment and serviced apartment rentals for businesses and corporate travelers.,"10,954",European Union (EU),$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://www.thehomelike.com/,https://twitter.com/thehomelike,https://www.facebook.com/GetTheHomelikeFeeling/,https://www.linkedin.com/company/the-homelike/,info@thehomelike.com,+4922198861188,7,,"Homelike is an online real estate and marketplace platform where business travellers and corporates can book furnished apartments. Searching, requesting, and booking the apartment, as well as payment and signing the lease – the entire process happens online.",,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Real Estate, Travel and Tourism",2,"Christoph Kasper, Dustin Figge",101-250,3,Early Stage Venture,2018-08-23,14000000,USD,14000000,Series B,14000000,USD,14000000,Series B,18756282,USD,18756282,18756282,USD,18756282,"Spark Capital, Cherry Ventures, coparion, Gerald Schoenbucher, Thomas Bachem",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"11,458",46,,,36,0,3,,Insurance; financial affairs,262320,USD,262320,
Claimsforce,https://www.crunchbase.com/organization/claimsforce,"Artificial Intelligence, Insurance, Machine Learning, SaaS","Hamburg, Hamburg, Germany",Claimsforce is an insurance platform that provides designed to automate the claims management process.,"10,985",European Union (EU),,Active,2018-01-01,year,,,,,For Profit,https://www.claimsforce.com,,,https://www.linkedin.com/company/claimsforces/,,,4,,"Claimsforce is a SaaS-based technology platform that uses AI and machine learning to provide insurers and third-party administrators with an end-to-end claims management platform that is more time-efficient, price accurate, and customer-focused than legacy claims systems. In an industry where first and second-generation legacy technology can often mean outdated and cumbersome claims processing, Claimsforce uses AI-based regulation control and increased data points to assess the damage, analyze the claim, and settle quickly. The platform improves the overall efficiency of claims settlements, lowers claims costs, and tracks customer satisfaction through NPS audits.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",2,"Bastian Schweitzer, Nils Mahlow",11-50,3,Early Stage Venture,2020-08-18,7000000,EUR,8362552,Series A,7000000,EUR,8362552,Series A,7000000,EUR,8362552,7000000,EUR,8362552,"Point Nine, La Famiglia, Fly Ventures, Notion Capital, Florian Huber",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,492",41,,,11,,,,,332272,USD,332272,
Zizoo,https://www.crunchbase.com/organization/zizooboats-gmbh,"Location Based Services, Rental, Sailing, Travel","Berlin, Berlin, Germany",Zizoo is a leading boat holiday platform.,"10,992",European Union (EU),$1M to $10M,Active,2014-01-22,day,,,,,For Profit,http://www.zizoo.com,http://twitter.com/Zizooboats,http://www.facebook.com/ZizooBoats,http://www.linkedin.com/company/zizooboats,press@zizoo.com,+493056796038,45,,"Zizoo is a leading boat holiday platform. Zizoo is digitalising and transforming the boat rental industry (worth an estimated €33 billion), which is 10 years behind any other travel sector. They are building a global digital booking platform and website connecting suppliers (charter companies) to travelers worldwide, similar to “Booking.com for Boats”.  Zizoo also provides charter companies with a powerful inventory management tool and business intelligence. They are making boat holidays affordable and accessible to everyone (bookings starts from €20 a day). Zizoo is a boat rental marketplace where you can select a boat in a location of your choice and book it as easily as a hotel room. They are not an agent; they simply connect holidayers with charters for an amazing experience on the sea. No booking fees, a simple online booking process, real time availabilities, a professional service – without the additional hassle of contacting several companies.",,,,,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Internet Services, Navigation and Mapping, Sports, Travel and Tourism",4,"Anna Banicevic, Benito Gonzalez del Valle, Ivan Miletic, Sinan Masovic",101-250,5,Early Stage Venture,2018-11-22,7400000,USD,7400000,Series A,7400000,USD,7400000,Series A,10134765,USD,10134765,10134765,USD,10134765,"Axel Springer, Revo Capital, Axel Springer Plug and Play Accelerator, Axel Springer Digital Ventures, aws Gründerfonds (aws Founders Fund)",1,15,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"11,499",60,,,35,,,,,,,,
Alasco,https://www.crunchbase.com/organization/alasco,"Computer, Software","Munich, Bayern, Germany",Alasco is a digital firm that offers financial management for company stakeholders.,"11,029",European Union (EU),$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.alasco.de,,,https://www.linkedin.com/company/alasco-gmbh/,kontakt@alasco.de,,1,,"Alasco supports project controllers and developers through automated workflows and the availability of financial data placed in a central information source. This increases the productivity of the participants. This method also decreases the probability of errors, assures comprehensive transparency, and faster decision-making.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Software",3,"Anselm Bauer, Benjamin Guenther, Sebastian Schuon",11-50,4,Early Stage Venture,2020-07-07,7500000,EUR,8456135,Series A,7500000,EUR,8456135,Series A,7500000,EUR,8456135,7500000,EUR,8456135,"HV Capital, FlixBus, Picus Capital, Global Founders Capital, Hanno Renner",3,10,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,537",42,,,,0,1,,Scientific and electric apparatus and instruments,,,,
Continental,https://www.crunchbase.com/organization/continental-ag,"Automotive, Manufacturing, Retail, Transportation","Hanover, Niedersachsen, Germany",Continental develops pioneering technologies and services for sustainable and connected mobility of people and their goods.,"11,039",European Union (EU),$10B+,Active,1871-01-01,year,2016-07-22,day,,,For Profit,http://www.conti-online.com/,https://twitter.com/continental,https://www.facebook.com/Continental/,https://www.linkedin.com/company-beta/3534/,,49-511-938-01,600,,"Continental AG is an automotive supplier. Continental develops intelligent technologies, products and services for transporting people and their goods.",,,9,11,3,,,,,,,,,"Commerce and Shopping, Manufacturing, Transportation",,,10001+,,IPO,,,,,,,,,,,,,,,,,,,14,Made Acquisitions,,,,,,,,,,,,Public,2016-07-22,,,,,,,,,CON,https://www.crunchbase.com/ipo/continental-ag-ipo--c31243a5,BIT - Italian Stock Exchange,2020-12-16,6,"11,549",11,30,"7,419",8,"12,827","1,867",Vehicles In General,Vehicles,3983638,USD,3983638,
EyeEm,https://www.crunchbase.com/organization/eyeem,"Artificial Intelligence, Computer, Image Recognition, Mobile, Photo Sharing, Photography, Visual Search","Berlin, Berlin, Germany",EyeEm builds technology to showcase the best images from the world’s leading photo community.,"11,081",European Union (EU),$1M to $10M,Active,2011-02-01,day,,,,,For Profit,http://www.eyeem.com,http://twitter.com/EyeEm,http://www.facebook.com/EyeEm,http://www.linkedin.com/company/eyeem,hello@eyeem.com,(855) 551-8855,293,,EyeEm is a photography company  that builds computer vision technology  to connect its global creative community with iconic brands. EyeEm’s collection features more than 90 million images from more than 20 million photographers around the globe.,,,,,,,,,,,,,,"Artificial Intelligence, Consumer Electronics, Content and Publishing, Data and Analytics, Hardware, Internet Services, Media and Entertainment, Mobile, Science and Engineering, Software",4,"Florian Meissner, Gen Sadakane, Lorenz Aschoff, Ramzi Rizk",101-250,5,Private Equity,2018-05-01,,,,Private Equity,,,,Private Equity,24000000,USD,24000000,24000000,USD,24000000,"Earlybird Venture Capital, OpenOcean, Atlantic Labs, Wellington Partners, Valar Ventures",3,7,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"11,594",49,4,"136,126",34,5,3,Computing; Calculating,Scientific and electric apparatus and instruments,,,,
JustSpices,https://www.crunchbase.com/organization/justspices,"Food and Beverage, Food Delivery, Food Processing","Düsseldorf, Nordrhein-Westfalen, Germany",Just Spices is a spice-mix and meal-prep brand that manufactures and markets food products.,"11,104",European Union (EU),$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://www.justspices.de,https://twitter.com/justspices,https://www.facebook.com/JustSpices,https://www.linkedin.com/company/just-spices-ug-haftungsbeschr-nkt-,kontakt@justspices.de,+4921197533578,,,"Just Spices is a spice-mix and meal-prep brand that manufactures and markets food products. With numerous spice blends and pure spices, Just Spices inspires online and in an increasing number of supermarkets a growing consumer base to refine their own dishes and become creative in the kitchen. In addition to that, in 2018, the spice manufactory also launched the Just Spices IN MINUTES fix category online and nationwide in all REWE supermarkets. Just Spices offering 7 “fix” meal preparations that see Just Spices provide the recipe and spice mix needed to prepare a quick meal, with only a few additional fresh ingredients required to complete the dish. Since then, with 27 fix recipes, the company has been setting new standards for the fast and easy preparation of modern dishes in everyday life.  Just Spices was founded in 2014 and is headquartered in Düsseldorf, Nordrhein-Westfalen, Germany.",,,,,,,,,,,,,,"Food and Beverage, Transportation",3,"Bela Seebach, Florian Falk, Ole Strohschnieder",11-50,3,Early Stage Venture,2020-01-10,13000000,EUR,14457295,Series B,13000000,EUR,14457295,Series B,13000000,EUR,14457295,13000000,EUR,14457295,"Coefficient Capital, Five Seasons Ventures, Döhler Ventures, Monkfish Equity, Bitburger Ventures",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1,"11,619",66,,,35,0,7,,Meats and prepared or preserved foods; dairy products,6103916,USD,6103916,
Spark Networks SE,https://www.crunchbase.com/organization/spark-networks,"Communities, Dating, Enterprise Software, Information Technology, Internet, Online Portals, Social Network","Berlin, Berlin, Germany",Spark Networks SE is a global dating company with a widening portfolio of premium & freemium apps.,"11,124",European Union (EU),$10M to $50M,Active,1997-01-01,year,2006-02-17,day,,,For Profit,http://www.spark.net,https://www.twitter.com/sparknetworks,https://www.facebook.com/pg/SparkNetworksSE/,https://www.linkedin.com/company/11687,legal@spark.net,,121,,"Spark Networks SE is a leading global dating company that specializes in premium brands designed for singles seeking serious relationships. The company’s portfolio of online dating brands includes EliteSingles, JDate, Christian Mingle, eDarling, JSwipe, SilverSingles, Attractive World, Adventist and LDS Singles, amongst others. Formed in 2017 through the merger of Affinitas GmbH (founded in 2008) and Spark Networks Inc. (founded in 1997), the company has a presence in 29 countries worldwide and supports 15 languages.",,,,,,,,,,,,,,"Community and Lifestyle, Information Technology, Internet Services, Software",5,"Christian Vollmann, David Khalil, Joe Shapira, Lukas Brosseder, Lukas Brosseder",251-500,5,IPO,2016-09-02,1300000,USD,1300000,Post-IPO Equity,1300000,USD,1300000,Post-IPO Equity,1300000,USD,1300000,11300000,USD,11300000,"Rocket Internet, HV Capital, IBB Ventures, PEAK6 Investments LLC, Bridge Bank",,7,5,Made Acquisitions,,,,,,,,,,,,Public,2006-02-17,,,236839652,USD,236839652,,,,LOV,https://www.crunchbase.com/ipo/spark-networks-ipo--da86e83e,NYSEARCA - NYSE Arca,2020-12-08,,"11,640",3,22,,18,0,4,,Telecommunications,8656908,USD,8656908,
Twenty Billion Neurons,https://www.crunchbase.com/organization/twenty-billion-neurons-gmbh-2,"Artificial Intelligence, Computer Vision, Enterprise Software, Human Computer Interaction, Robotics","Berlin, Berlin, Germany",Twenty Billion Neurons is a common sense A.I. company that builds intelligent avatars that can see and interact with you in a humanlike way.,"11,140",European Union (EU),$1M to $10M,Active,2015-03-13,day,,,,,For Profit,https://20bn.com,https://www.twitter.com/twentybn,https://www.facebook.com/twentybn/,https://www.linkedin.com/company/twenty-billion-neurons-gmbh,info@twentybn.com,+493055463880,7,,"Twenty Billion Neurons (TwentyBN) is an AI startup that builds intelligent avatars that are redefining the way AI interacts with humans.Having built the world's first A.I. avatar, named Millie, that can see, understand, and interact with consumers in real time, TwentyBN is offering a range of life-sized, intelligent avatars that can assume various roles, including greeter, brand ambassador, personal trainer, office assistant and more.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Design, Hardware, Science and Engineering, Software",5,"Christian Thurau, Florian Hoppe, Ingo Bax, Moritz Mueller-Freitag, Roland Memisevic",11-50,2,Early Stage Venture,2018-09-26,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,12500000,USD,12500000,12500000,USD,12500000,"M12, MFV Partners, coparion, Creative Edge Ventures",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,19,"11,658",9,,,12,,,,,,,,
Friendsurance,https://www.crunchbase.com/organization/friendsurance,"Financial Services, Insurance, Peer to Peer","Berlin, Berlin, Germany",Friendsurance rewards small groups of users with a cash back bonus at the end of each year they remain claimless.,"11,173",European Union (EU),$100M to $500M,Active,2010-01-01,year,,,,,For Profit,http://www.friendsurance.de,http://twitter.com/friendsurance,http://www.facebook.com/friendsurance,http://www.linkedin.com/company/2208705,info@friendsurance.de,+49 (0) 800 087 088 0,36,,"Friendsurance operates on a peer-to-peer insurance concept, which rewards small groups of users with a cash back bonus at the end of each year they remain claimless. The company’s claims-free bonus is available on a range of retail products in Germany: home contents, private liability, and legal expenses insurances.",,,,,,,,,,,,,,"Financial Services, Other",4,"Burckhardt Bonello, Janis Meyer-Plath, Sebastian Herfurth, Tim Kunde",101-250,4,,2016-03-24,15300000,USD,15300000,Venture - Series Unknown,15300000,USD,15300000,Venture - Series Unknown,15300000,USD,15300000,15300000,USD,15300000,"e.ventures, Horizons Ventures, German Startups Group, Vantage Investment Management",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,693",66,2,,38,,,,,,,,
Kenjo,https://www.crunchbase.com/organization/kenjo,"Human Resources, Predictive Analytics, Software","Berlin, Berlin, Germany",All-in-one effortless HR software. For engaged individuals.,"11,207",European Union (EU),Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://www.kenjo.io,,https://www.facebook.com/Kenjo.hrsoftware,https://www.linkedin.com/company/kenjohr/,marketing@kenjo.io,,2,,All-in-one HR software for SMEs,,,,,,,,,,,,,,"Administrative Services, Artificial Intelligence, Data and Analytics, Software",3,"David Padilla, Gonzalo Abruña, Max Bauermeister",11-50,2,Seed,2020-10-21,5500000,USD,5500000,Seed,5500000,USD,5500000,Seed,7200000,USD,7200000,7200000,USD,7200000,"Redalpine, Force Ventures",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,729",48,,,26,0,2,,Scientific and electric apparatus and instruments,,,,
Temedica,https://www.crunchbase.com/organization/temedica,"Fitness, Health Care, Medical Device, Wellness","München, Bayern, Germany",Crafting the future of personal health.,"11,278",European Union (EU),Less than $1M,Active,2016-01-01,year,,,,,For Profit,http://www.temedica.com,https://twitter.com/temedica,https://www.facebook.com/temedicagmbh/,https://www.linkedin.com/company/temedica/,office@temedica.com,+4989215544970,3,,"Temedica aims to revolutionize the way healthcare is delivered - through digitization. This opens up a variety of opportunities to increase efficiency, quality and transparency and caters to the interests of stakeholders across the board. Temedica builds digital products that aspire to enhance the quality of care for the patient while cutting costs for the healthcare system.",,,,,,,,,,,,,,"Health Care, Sports",2,"Clemens Kofler, Gloria Seibert",11-50,4,Early Stage Venture,2020-01-14,17000000,EUR,18917033,Series B,17000000,EUR,18917033,Series B,17000000,EUR,18917033,17000000,EUR,18917033,"WENVEST Capital, MIG Fonds, Santo Venture Capital, G+J Digital Ventures",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,801",59,,,,,,,,,,,
Klang Games,https://www.crunchbase.com/organization/klang-games,"Android, Gaming, Information Technology, iOS, PC Games, Product Design, Software","Berlin, Berlin, Germany",Klang Games is an independent game development studio that develops next generation games.,"11,287",European Union (EU),$1M to $10M,Active,2013-04-01,month,,,,,For Profit,http://www.klang-games.com/,https://twitter.com/KlangGames,https://www.facebook.com/kl4nggames,https://www.linkedin.com/company/klang-games,contact@klang-games.com,+4917656693520,6,,"Klang Games is an independent game development studio that develops next generation games. The Klang Gang has grown into a strong team of twelve like-minded individuals from diverse working backgrounds, who all share a similar passion for gaming and creating something special. Klang Games launched its first project, ReRunners: Race for the World, for iOS and Android devices, which was well-received by the gaming press and the gaming community. The company strives to create sustainable products by providing unique playing experiences, utilizing innovative technology, developing distinctive art styles and design, and building valuable communities. Klang Games was founded on 2013 and is based in Berlin, Germany.",,,,,,,,,,,,,,"Design, Gaming, Information Technology, Mobile, Platforms, Software",3,"Ivar Emilsson, Mundi Vondi, Oddur Snaer Magnusson",51-100,5,Early Stage Venture,2019-08-15,22330000,USD,22330000,Series B,22330000,USD,22330000,Series B,36280000,USD,36280000,36280000,USD,36280000,"Riot Games, Northzone, Greylock, Reid Hoffman, Makers Fund",4,15,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"11,810",24,,,,0,9,,Scientific and electric apparatus and instruments,,,,
